TID,AR
TID_FARM_PASS_PERK_EXTRA_BOOSTER,موضع معزز نشط إضافي
TID_DECO_PRETZELCOW,عقدية على شكل بقرة
TID_DECO_GOLDELEPHANT,فيل ذهبي
TID_DECO_USALIBERTY,تمثال سيدة
TID_GORILLA01,غوريلا فضي الظهر
TID_GORILLA02,غوريلا بني
TID_GORILLA_HOUSE,بيت غوريلا
TID_BABY_CHICKEN,كتكوت
TID_FARMPASS_PERKTAB_PERKINFO_REQUIRES_FARMPASS,يلزم وجود Farm Pass
TID_FARMPASS_CLAIM_HAT_POPUP_TITLE,لديك قبعة جديدة!
TID_FARMPASS_PERKTAB_PERKINFO_POINT_TEXT,احصل على <COUNT> من نقاط Farm Pass الإضافية للفتح
TID_FARM_PASS_TASK_EMPTY_TITLE,اكتملت كل الأهداف!
TID_FARM_PASS_TASK_EMPTY_INFO,عد قريبًا من أجل المزيد.
TID_FARM_PASS_ROAD_FINISH_TITLE,تهانينا!
TID_FARM_PASS_ROAD_FINISH_SUBTEXT,أتممت تذكرة Farm Pass لهذا الموسم!
TID_FARM_PASS_ROAD_FINISH_FREE_INFO,احصل على Farm Pass للمطالبة بكل الجوائز المتبقية، بما فيها المزايا.
TID_FARM_PASS_ROAD_FINISH_INFO,استمتع بكل المزايا التي تملكها حتى نهاية الموسم.
TID_FARM_PASS_PERK_EXTRA_NEIGHBORHOOD_REQUEST,طلبات حي إضافية
TID_FARM_PASS_PERK_EXTRA_NEIGHBORHOOD_REQUEST_DESC,ضع طلبي حي اثنين في الوقت ذاته. سارٍ حتى نهاية الموسم.
TID_FARM_PASS_OFFER_HAT_TITLE,حصري هذا الموسم!
TID_FARM_PASS_OFFER_HAT_INFO,<NAME>! لكل حيوانات مزرعتك
TID_FARM_PASS_OFFER_PERKS_TITLE,تغيير جذري!
TID_FARM_PASS_OFFER_PERKS_INFO,حسن تجربة اللعب من خلال مزايا رائعة!
TID_FARM_PASS_OFFER_RESOURCES_TITLE,عناصر مفيدة كثيرة!
TID_FARM_PASS_OFFER_RESOURCES_INFO,احصل على موارد رائعة من أجل مزرعتك.
TID_DECO_TALL_ALOE_FEROX,صبار لاذع
TID_DECO_SAINTPAULIA,بنفسج أفريقي
TID_DECO_AFRICAN_LILY,زنبق أفريقي
TID_DECO_PINCUSHION_SHRUBS,شجيرة الفضة
TID_FARM_PASS_PURCHASE_DISABLED_ENDOFSEASON_TEXT,لم يعد بإمكانك شراء Farm Pass
TID_FARM_PASS_PURCHASE_SUCCESS_TEXT,نجحت عملية الشراء
TID_FARM_PASS_ACCSTAB_GUIDETEXT,اضغط على قبعة لتحديدها، ثم اضغط على الحيوانات.
TID_FARM_PASS_PERK_EXTRA_BOOSTER_DESC,احصل على موضع معزز نشط إضافي. متاح حتى نهاية موسم Farm Pass.
TID_FARM_PASS_PERK_EXTRA_FUEL_SPIN_DESC,احصل على تدويرة مجانية إضافية لعجلة وقود الوادي. متاحة حتى نهاية موسم Farm Pass.
TID_FARM_PASS_PERK_EXTRA_FUEL_SPIN,تدويرات عجلة وقود واد مجانية
TID_FARM_PASS_PERK_NEIGHBORHOOD_GIFT_NO_HOOD,انضم إلى حي لاستخدام هذه الميزة.
TID_FARM_PASS_TASK_PLANT_CROP,ازرع <NUMBER> من <CROP>
TID_FARM_PASS_TASK_HARVEST_CROP,احصد <NUMBER> من <CROP>
TID_FARM_PASS_TASK_CAR_ORDER_ONE,أكمل طلب شاحنة
TID_FARM_PASS_TASK_CAR_ORDERS,أتمم <NUMBER> من طلبات الشاحنة.
TID_FARM_PASS_TASK_BOAT_ORDER_ONE,أكمل وأرسل قاربًا
TID_FARM_PASS_TASK_BOAT_ORDERS,أكمل وأرسل <NUMBER> من القوارب
TID_FARM_PASS_TASK_BOAT_CRATE_ONE,املأ صندوق قارب
TID_FARM_PASS_TASK_BOAT_CRATES,املأ <NUMBER> من صناديق القارب
TID_FARM_PASS_TASK_FEED_ANIMAL_ONE,أطعم حيوان مزرعة
TID_FARM_PASS_TASK_FEED_ANIMALS,أطعم <NUMBER> من حيوانات المزرعة
TID_FARM_PASS_TASK_FEED_CHICKENS,أطعم <NUMBER> من الدجاج
TID_FARM_PASS_TASK_FEED_COWS,أطعم <NUMBER> من البقر
TID_FARM_PASS_TASK_FEED_SHEEP,أطعم <NUMBER> من الخراف
TID_FARM_PASS_TASK_FEED_PIGS,أطعم <NUMBER> من الخنازير
TID_FARM_PASS_TASK_FEED_GOATS,أطعم <NUMBER> من الماعز
TID_FARM_PASS_TASK_CATCH_FISH_ONE,صد سمكة باستخدام طعم
TID_FARM_PASS_TASK_CATCH_FISH,صد <NUMBER> من الأسماك باستخدام طعوم
TID_FARM_PASS_TASK_PRODUCE_BUILDING,ابدأ إنتاج <NUMBER> من المنتجات من <BUILDING>
TID_FARM_PASS_TASK_COLLECT_BUILDING,اجمع <NUMBER> من المنتجات من <BUILDING>
TID_FARM_PASS_TASK_CATCH_DUCK_LOBSTER,صد <NUMBER> من البط أو سرطانات البحر
TID_FARM_PASS_TASK_CATCH_DUCK_ONE,صد بطة واحدة
TID_FARM_PASS_TASK_CATCH_LOBSTER_ONE,صد سرطان بحر واحدًا
TID_FARM_PASS_TASK_CATCH_DUCK,صد <NUMBER> من البط
TID_FARM_PASS_TASK_CATCH_LOBSTER,صد <NUMBER> من سرطانات البحر
TID_FARM_PASS_TASK_HARVEST_ANY_FIELDS,احصد <NUMBER> من المحاصيل
TID_FARM_PASS_TASK_FEED_CAT_ONE,أطعم قطة كبيرة واحدة
TID_FARM_PASS_TASK_FEED_CAT,أطعم <NUMBER> من القطط الكبيرة
TID_FARM_PASS_TASK_FEED_HORSE_ONE,أطعم حصانًا واحدًا
TID_FARM_PASS_TASK_FEED_HORSE,أطعم <NUMBER> من الأحصنة
TID_FARM_PASS_TASK_FEED_DONKEY_ONE,أطعم حمارًا واحدًا
TID_FARM_PASS_TASK_FEED_DONKEY,أطعم <NUMBER> من الحمير
TID_FARM_PASS_TASK_FEED_KITTEN_ONE,أطعم قطة صغيرة واحدة
TID_FARM_PASS_TASK_FEED_KITTEN,أطعم <NUMBER> من القطط الصغيرة
TID_FARM_PASS_TASK_FEED_DOG_ONE,أطعم كلبًا كبيرًا واحدًا
TID_FARM_PASS_TASK_FEED_DOG,أطعم <NUMBER> من الكلاب الكبيرة
TID_FARM_PASS_TASK_FEED_PUPPY_ONE,أطعم كلبًا صغيرًا واحدًا
TID_FARM_PASS_TASK_FEED_PUPPY,أطعم <NUMBER> من الكلاب الصغيرة
TID_FARM_PASS_TASK_FEED_BUNNY_ONE,أطعم أرنبًا واحدًا
TID_FARM_PASS_TASK_FEED_BUNNY,أطعم <NUMBER> من الأرانب
TID_FARM_PASS_TASK_COLLECT_FRUIT,اجمع <NUMBER> من <FRUIT>
TID_FARM_PASS_TASK_COLLECT_TREE,اجمع <NUMBER> من الفواكه من الأشجار.
TID_FARM_PASS_TASK_COLLECT_BUSH,اجمع <NUMBER> من الفواكه من الشجيرات.
TID_FARM_PASS_TASK_OPEN_FARM_BOXES,افتح <NUMBER> من صناديق الغموض في المزارع
TID_FARM_PASS_TASK_OPEN_TOWN_BOXES,افتح <NUMBER> من صناديق الغموض في البلدات.
TID_FARM_PASS_TASK_PLANT_TREE_BUSH_ANY,ازرع <NUMBER> من أشجار الفواكه أو شجيرات الفواكه
TID_FARM_PASS_TASK_PLANT_TREE_ANY,ازرع <NUMBER> من أشجار الفواكه.
TID_FARM_PASS_TASK_PLANT_BUSH_ANY,ازرع <NUMBER> من شجيرات الفواكه.
TID_FARM_PASS_TASK_CAST_DUCK_LOBSTER,صد <NUMBER> من البط أو سرطان البحر.
TID_FARM_PASS_TASK_CAST_DUCK_ONE,ضع فخ بط
TID_FARM_PASS_TASK_CAST_LOBSTER_ONE,ضع فخ سرطان البحر
TID_FARM_PASS_TASK_CAST_DUCK,ضع <NUMBER> من فخاخ البط
TID_FARM_PASS_TASK_CAST_LOBSTER,ضع <NUMBER> من فخاخ سرطانات البحر
TID_FARM_PASS_TASK_CAST_NET_ONE,ألقِ شبكة صيد أو شبكة غموض واحدة
TID_FARM_PASS_TASK_CAST_NET,ألقِ <NUMBER> من شباك الصيد أو شباك الغموض
TID_FARM_PASS_TASK_CATCH_NET,صد <NUMBER> من الأسماك باستخدام شباك الصيد أو شباك الغموض
TID_FARM_PASS_TASK_USE_LURE_ONE,استخدم طعمًا باللون الأخضر أو الأزرق أو الأرجواني أو الذهبي لصيد سمكة
TID_FARM_PASS_TASK_USE_LURE,استخدم <NUMBER> من الطعوم الخضراء أو الزرقاء أو الأرجوانية أو الذهبية لصيد سمكة
TID_FARM_PASS_TASK_ACTIVATE_BOOSTER_ONE,قم بتفعيل معزز واحد
TID_FARM_PASS_TASK_ACTIVATE_BOOSTER,قم بتفعيل <NUMBER> من المعززات
TID_FARM_PASS_TASK_SELL_FARM_VISITORS_ONE,قم ببيع منتجات لزائر مزرعة واحد
TID_FARM_PASS_TASK_SELL_FARM_VISITORS,قم ببيع منتجات لـ <NUMBER> من زوار المزرعة
TID_FARM_PASS_TASK_SELL_RSS,ضع <NUMBER> من المنتجات للبيع في متجرك الجانبي
TID_FARM_PASS_TASK_HELP_OTHERS,ساعد لاعبين آخرين <NUMBER> من المرات
TID_FARM_PASS_TASK_SERVE_TOWNIES_ONE,ابدأ في خدمة زائر بلدة واحد
TID_FARM_PASS_TASK_SERVE_TOWNIES,ابدأ في خدمة <NUMBER> من زوار البلدة
TID_FARM_PASS_TASK_FEED_SANCTUARY_ONE,أطعم حيوان محمية
TID_FARM_PASS_TASK_FEED_SANCTUARY,أطعم <NUMBER> من حيوانات المحمية
TID_FARM_PASS_TASK_WAKE_SANCTUARY_ONE,أيقظ حيوان محمية واحد
TID_FARM_PASS_TASK_WAKE_SANCTUARY,أيقظ <NUMBER> من حيوانات المحمية
TID_FARM_PASS_TASK_PICK_UP_VISITORS_ONE,قم بتوصيل زائر بلدة واحد بقطارك الشخصي
TID_FARM_PASS_TASK_PICK_UP_VISITORS,قم بتوصيل <NUMBER> من زوار البلدة بقطارك الشخصي
TID_FARM_PASS_TASK_RECEIVE_VISITORS,استقبل <NUMBER> من زوار البلدة من أي قطار
TID_FARM_PASS_TASK_RECEIVE_VISITORS_EGGSPRESS,استقبل <NUMBER> من زوار البلدة من القطار السريع
TID_FARM_PASS_TASK_SPIN_WHEEL,قم بتدوير عجلة الحظ <NUMBER> من المرات
TID_FARM_PASS_TASK_COLLECT_HONEYCOMB,اجمع <NUMBER> من أقراص شمع العسل من خلايا النحل
TID_FARM_PASS_TASK_COLLECT_PEANUT,اجمع <NUMBER> من الفول السوداني من أشجار السناجب
TID_FARM_PASS_TASK_COLLECT_FARM_ANIMALS,اجمع <NUMBER> من المنتجات من حيوانات المزرعة
TID_FARM_PASS_TASK_VISIT_SANCTUARY_ONE,احصل على زائر بلدة واحد في المحمية
TID_FARM_PASS_TASK_VISIT_SANCTUARY,احصل على <NUMBER> من زوار البلدة في المحمية
TID_FARM_PASS_TASK_DERBY_ONE,أتمم مهمة ديربي
TID_FARM_PASS_TASK_DERBY,أتمم <NUMBER> من مهام الديربي
TID_FARM_PASS_PERK_REACTIVATE_DERBY_TASK,إعادة تفعيل مهمة الديربي
TID_FARM_PASS_PERK_REACTIVATE_DERBY_TASK_DESC,يمكنك إعادة تفعيل مهمة منتهية الصلاحية مرة واحدة كل ديربي. لا ينطبق هذا إلا على المهام التي تنتهي صلاحيتها بعد المطالبة بهذه المزية. لا يؤثر هذا على إجمالي مهامك.
TID_FARM_PASS_DERBYTASK_POPUP_TITLE,انتهت صلاحية مهمة الديربي.
TID_FARM_PASS_DERBYTASK_POPUP_DESCRIPTION_PERK_ACTIVE,انتهت صلاحية المهمة. أتريد استخدام مزية Farm Pass لإعادة تفعيل هذه المهمة؟\n\nستحتفظ بتقدمك في هذه المهمة، وستحصل على مزيد من الوقت لإتمامها.\n\nيمكنك إعادة تفعيل مهمة واحدة فقط في كل ديربي.
TID_FARM_PASS_DERBYTASK_POPUP_DESCRIPTION_GET_PASS,انتهت صلاحية المهمة. باستخدام مزية إعادة تفعيل مهمة الديربي المتاحة عبر Farm Pass، يمكنك إعادة تفعيل مهمة بعد انتهاء صلاحيتها، وذلك مرة واحدة في الديربي. احصل على Farm Pass الآن!
TID_FARM_PASS_DERBYTASK_POPUP_REACTIVATE_TASK,إعادة التفعيل!
TID_FARM_PASS_DERBYTASK_POPUP_TRASH_TASK,الحذف
TID_FARM_PASS_DERBYTASK_POPUP_GET_FARM_PASS,شراء Farm Pass
TID_FARM_PASS,Farm Pass
TID_FEATURE_FARM_PASS,Farm Pass!
TID_FARM_PASS_GET_FARM_PASS_POPUP_TITLE_PLAY,مرحبًا بك في Farm Pass!
TID_FARM_PASS_GET_FARM_PASS_POPUP_PLAY_BUTTON,العب Farm Pass
TID_FARM_PASS_GET_FARM_PASS_POPUP_MUCH_MORE_LABEL,وغير ذلك المزيد!
TID_FARM_PASS_UI_PREMIUM_REWARD_LOCKED,احصل على Farm Pass للحصول على هذه الجائزة
TID_FARM_PASS_PERK_EXTRA_HELP_TRUCK,مساعدة إضافية خاصة بالشاحنة
TID_FARM_PASS_PERK_EXTRA_HELP_TRUCK_DESC,يمكنك طلب المساعدة في إتمام طلب شاحنة واحد إضافي. سارٍ حتى نهاية موسم Farm Pass.
TID_FARM_PASS_PERK_EXTRA_HELP_BOAT,مساعدة إضافية خاصة بالقارب
TID_FARM_PASS_PERK_EXTRA_HELP_BOAT_DESC,يمكنك طلب المساعدة في ملء صندوق قارب واحد إضافي. سارٍ حتى نهاية موسم Farm Pass.
TID_FARM_PASS_PERK_EXTRA_HELP_VISITORS,مساعدة إضافية خاصة بزوار البلدة
TID_FARM_PASS_PERK_EXTRA_HELP_VISITORS_DESC,يمكنك طلب المساعدة في إتمام طلب زائر بلدة واحد إضافي. سارٍ حتى نهاية موسم Farm Pass.
TID_FARM_PASS_PERK_MUST_JOIN_NEIGHBORHOOD_TO_USE_PERK,يجب عليك الانضمام إلى حي لاستخدام هذه الميزة.
TID_FARM_PASS_TASK_TITLE_COMPLETE,الأهداف المكتملة
TID_FARM_PASS_TASK_PLANT_CROP_ANY,ازرع <NUMBER> من أي محصول
TID_FARM_PASS_TASK_COLLECT_HONEYCOMB_ONE,قم بتحصيل قرص شمع عسل واحد
TID_FARM_PASS_TASK_COLLECT_PEANUT_ONE,قم بتحصيل حبة فول سوداني واحدة
TID_FARM_PASS_TASK_COLLECT_EGG,اجمع <NUMBER> من البيض
TID_FARM_PASS_TASK_COLLECT_MILK,اجمع <NUMBER> من الحليب
TID_FARM_PASS_TASK_COLLECT_WOOL,اجمع <NUMBER> من الصوف
TID_FARM_PASS_TASK_COLLECT_BACON,اجمع <NUMBER> من اللحم المقدد
TID_FARM_PASS_TASK_COLLECT_GOAT_MILK,اجمع <NUMBER> من حليب الماعز
TID_FARM_PASS_TASK_RECEIVE_PASSENGER_TRAIN,استقبل القطار السريع <NUMBER> من المرات
TID_FARM_PASS_TASK_RECEIVE_PERSONAL_TRAIN,استقبل القطار الشخصي <NUMBER> من المرات
TID_FARM_PASS_TASK_SERVE_GROCERYSTORE_ONE,ابدأ في خدمة زائر بلدة واحد في البقالة
TID_FARM_PASS_TASK_SERVE_MOVIETHEATER_ONE,ابدأ في خدمة زائر بلدة واحد في دار السينما
TID_FARM_PASS_TASK_SERVE_DINER_ONE,ابدأ في خدمة زائر بلدة واحد في المطعم
TID_FARM_PASS_TASK_SERVE_BEDBREAKFAST_ONE,ابدأ في خدمة زائر بلدة واحد في استراحة النوم والإفطار
TID_FARM_PASS_TASK_SERVE_SPA_ONE,ابدأ في خدمة زائر بلدة واحد في المنتجع
TID_FARM_PASS_TASK_SERVE_BEACHCAFE_ONE,ابدأ في خدمة زائر بلدة واحد في مقهى الشاطئ
TID_FARM_PASS_TASK_SERVE_GIFTSHOP_ONE,ابدأ في خدمة زائر بلدة واحد في متجر الهدايا
TID_FARM_PASS_TASK_SERVE_GROCERYSTORE,ابدأ في خدمة <NUMBER> من زوار البلدة في البقالة
TID_FARM_PASS_TASK_SERVE_MOVIETHEATER,ابدأ في خدمة <NUMBER> من زوار البلدة في دار السينما
TID_FARM_PASS_TASK_SERVE_DINER,ابدأ في خدمة <NUMBER> من زوار البلدة في المطعم
TID_FARM_PASS_TASK_SERVE_BEDBREAKFAST,ابدأ في خدمة <NUMBER> من زوار البلدة في استراحة النوم والإفطار
TID_FARM_PASS_TASK_SERVE_SPA,ابدأ في خدمة <NUMBER> من زوار البلدة في المنتجع
TID_FARM_PASS_TASK_SERVE_BEACHCAFE,ابدأ في خدمة <NUMBER> من زوار البلدة في مقهى الشاطئ
TID_FARM_PASS_TASK_SERVE_GIFTSHOP,ابدأ في خدمة <NUMBER> من زوار البلدة في متجر الهدايا
TID_FARM_PASS_TASK_DERBYPOINTS,احصل على <NUMBER> من نقاط الديربي
TID_FARM_PASS_PURCHASE_ERROR_SEASON_REVOKED,لا يمكنك الشراء مجددًا هذا الموسم
TID_ANIMAL_ACCESSORY_HAT_DESC,ملحق فريد لحيواناتك
TID_GORILLA_HOUSE_SHOP_DESCRIPTION,يأوي <CAPACITY> من الغوريلا
TID_FARM_PASS_DESCRIPTION_PERK_EXTRA_SLOT_BUY,لم تشتر هذا المبنى بعد.
TID_XP,نقاط الخبرة:
TID_XP_DESCRIPTION,اجمع نقاط الخبرة لبلوغ المستوى التالي.
TID_XP_TO_NEXT_LEVEL,حتى المستوى التالي:
TID_FARM_PASS_TAB_TASKS_GOAL_REACHED,أتممت موسم Farm Pass! استمتع بما أنجزته!
TID_DECO_SNOWBUNNY,أرنب الجليد
TID_PRODUCT_STUFFEDPEPPER,فلفل محشو
TID_PRODUCT_GINGERBREADCOOKIE,كوكي الزنجبيل
TID_PRODUCT_CHOCOLATEROLL,ملفوف الشوكولاتة
TID_PRODUCT_FRIEDCANDYBAR,حلوى مقلية
TID_PRODUCT_PBMILKSHAKE,ميلك شيك بزبدة الفول السوداني
TID_PRODUCT_SNACKMIX,مقرمشات مشكلة
TID_PRODUCT_CHOCOLATEPIE,فطيرة شوكولاتة
TID_PRODUCT_VEGGIEBOUQUET,باقة خضروات
TID_PRODUCT_RICEBALL,كرة أرز
TID_DECO_KARIBATREE,شجرة عجائب
TID_DECO_KARIBATREE_DESC,زينة \qالعب لإنقاذ الأشجار\q فريدة
TID_DECO_JOLLYCLOTHES,ثياب بهيجة
TID_DECO_JOLLYCORNER,ركن بهيج
TID_DECO_WINTERORNAMENTS,زينات شتوية
TID_DECO_STARTILE,رقعة نجمية
TID_DECO_STARBENCH,مقعد نجمي
TID_DECO_STARTABLE,طاولة نجمية
TID_DECO_STARFOUNTAIN,ينبوع نجمي
TID_TIME_D2,<D> ي
TID_CONTENTCREATOR_SHOPPILL_TITLE,دعم منشئ المحتوى
TID_CONTENTCREATOR_SHOPPILL_DETAILS,ادعم منشئ محتوى بإدخال رمز المنشئ الخاص به.
TID_CONTENTCREATOR_SHOPPILL_NOSUPPORT,أنت لا تدعم أي منشئ محتوى حاليًا.
TID_CONTENTCREATOR_SHOPPILL_SUPPORT,أنت تدعم حاليًا:
TID_CONTENTCREATOR_SHOPPILL_ACTION_ENTERCODE,أدخل الرمز!
TID_CONTENTCREATOR_SHOPPILL_ACTION_EDIT,التغيير
TID_CONTENTCREATOR_POPUP_ENTER_CODE,أدخل رمز المنشئ:
TID_CONTENTCREATOR_POPUP_ENTER_BUTTON,الإدخال
TID_CONTENTCREATOR_POPUP_INVALID,رمز المنشئ غير صالح. الرجاء التحقق.
TID_CONTENTCREATOR_POPUP_STOP_BUTTON,التوقف
TID_CONTENTCREATOR_POPUP_SUCCESS,أنت الآن تدعم <NAME>!
TID_CONTENTCREATOR_POPUP_SUPPORTING,أنت تدعم:
TID_CONTENTCREATOR_POPUP_STOP_TITLE,وقف دعم منشئ المحتوى
TID_CONTENTCREATOR_POPUP_STOP_SUPPORT,أتريد التوقف عن دعم <NAME>؟
TID_CONTENTCREATOR_POPUP_CANCEL,الإلغاء
TID_CONTENTCREATOR_POPUP_OK,موافق
TID_DECO_HOLLYHEDGE,سياج جميل
TID_FARM_PASS_DESCRIPTION_PERK_EXTRA_SLOT_COLLECT,الرجاء تحصيل هذه المزية في مزرعتك.
TID_ANIMAL_ACCESSORY_HAT_BUNNY_EARS,أذنا أرنب
TID_DECO_ALPINEFENCE,سور جميل
TID_DECO_ROSE_TREE,باقة ورد قلب
TID_DECO_CROCUS,زعفران
TID_DECO_HAYBENCH,مقعد قش
TID_DECO_PIGSIGN,لافتة خنزير
TID_DECO_HAYSTACK,كومة قش
TID_DECO_DESERTDOG,كلب أبو الهول
TID_DECO_MOOSESHEEP,الخروف الموظ
TID_DECO_PERFORMERGOAT,ماعز المسرح الياباني
TID_DECO_PIGTOWER,برج الخنزير
TID_APP_TRACKING_TITLE,تحديث تسجيل الدخول عبر Facebook
TID_APP_TRACKING_PROCEED,المتابعة
TID_APP_TRACKING_REQUEST_DESC_1,تتطلب ميزات Facebook الاجتماعية من لعبة Hay Day أن تشارك بياناتك مع Facebook. يستخدم Facebook هذه البيانات لأغراضه الخاصة، بما فيها الإعلانات والتتبع.
TID_APP_TRACKING_REQUEST_DESC_2,اختر السماح إذا كنت تريد مشاركة بياناتك مع Facebook وتمكين ميزات Facebook الاجتماعية.
TID_APP_TRACKING_REQUEST_DESC_3,اختر \qمطالبة التطبيق بعدم التتبع\q إذا كنت لا تريد مشاركة بياناتك مع Facebook، وهو الأمر الذي سيؤدي إلى حذف ميزات Facebook الاجتماعية من \qHay Day\q. اطّلع على ميزات Supercell ID الاجتماعية الحافظة للخصوصية.
TID_APP_TRACKING_DENIED_DESC,ميزات Facebook الاجتماعية معطلة حاليًا حسب تفضيلات جهازك المتعلقة بالخصوصية.\n\nافتح الإعدادات > انتقل إلى الخصوصية > التتبع واختر إعداد تتبع Hay Day لتمكين ميزات Facebook الاجتماعية.
TID_BILLING_ERROR_PURCHASE_PENDING_TIME,ما زالت عملية الشراء السابقة معلقة. حاول مجددًا بعد <TIME>
TID_DECO_DOWNY_BIRCH,شجر بتولا أملس
TID_DECO_LICHEN,جذل الحزاز
TID_DECO_BEEFLOWER,زهور النحل
TID_DECO_BEELIGHTS,أضواء النحل
TID_DECO_SPRINGFENCE,سور الربيع
TID_DECO_CHICKPOOL,بركة الكتاكيت
TID_FLOATER_DERBY_PUZZLE_BOOK_COMPLETE,لا يمكنك جمع قطع الألغاز لأنك أتممت كتاب الألغاز.
TID_BOAT_ORDER_TOOLTIP_XP_POINTS_TITLE,نقاط الخبرة
TID_BOAT_ORDER_TOOLTIP_XP_POINTS_DESCRIPTION,أتمم طلب القارب لرفع مستوى المزرعة.
TID_BOAT_ORDER_TOOLTIP_BOAT_SCORE_TITLE,نقاط القارب
TID_BOAT_ORDER_TOOLTIP_BOAT_SCORE_DESCRIPTION,أتمم طلب القارب للتقدم في لوحات صدارة القارب.
TID_BOAT_ORDER_TOOLTIP_VOUCHER_TITLE,القسائم
TID_BOAT_ORDER_TOOLTIP_VOUCHER_DESCRIPTION,أتمم طلب القارب لجمع القسائم.
TID_BOAT_ORDER_TOOLTIP_EVENT_REWARD_TITLE,جوائز إضافية
TID_BOAT_ORDER_TOOLTIP_EVENT_REWARD_DESCRIPTION,أتمم طلب القارب لجمع جوائز إضافية.
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_TITLE,قطعة لغز
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_DESCRIPTION,أتمم طلب القارب لتحصيل قطعة لغز لكتاب المحمية.
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_DESCRIPTION_BOOK_COMPLETE,أتممت كتاب المحمية! لا يمكنك جمع قطع الألغاز من طلبات القارب.
TID_REINDEER01,أيل بني
TID_REINDEER02,أيل رمادي
TID_GORILLA_CALF01,غوريلا صغير رمادي
TID_GORILLA_CALF02,غوريلا صغير بني
TID_REINDEER_HOUSE_SHOP_DESCRIPTION,منزل <CAPACITY> من الأيائل
TID_REINDEER_HOUSE,منزل الأيل
TID_DECO_SNAKEPLANT,نبات جلد النمر
TID_DECO_BADMINTONTREE,شجرة الباركيا
TID_CROP_CABBAGE,كرنب
TID_PRODUCT_CABBAGESOUP,حساء الكرنب
TID_PRODUCT_COLESLAW,سلطة الكرنب
TID_PRODUCT_CABBAGEPIE,فطيرة الكرنب والفطر
TID_BATHKIOSK,كشك منتجات الحمام
TID_PRODUCT_FACEMASK,قناع العسل للوجه
TID_PRODUCT_HONEYSOAP,صابون العسل
TID_PRODUCT_LEMONLOTION,غسول الليمون
TID_PRODUCT_EXFOLIATINGSOAP,صابون تقشير البشرة
TID_BATHKIOSK_PRODUCT_DESC,يُنتج في كشك منتجات الحمام
TID_BATHKIOSK_DESCRIPTION,يصنع منتجات الحمام
TID_MODULAR_PERGOLA,زينة الحديقة
TID_CUSTOM_DECORATIONS_OPTIONS_NATURAL,طبيعي
TID_CUSTOM_DECORATIONS_OPTIONS_WOOD,خشب
TID_CUSTOM_DECORATIONS_OPTIONS_STONE,حجر
TID_CUSTOM_DECORATIONS_OPTIONS_FLOWERS,زهور
TID_CUSTOM_DECORATIONS_OPTIONS_CURTAINS,ستائر
TID_CUSTOM_DECORATIONS_OPTIONS_LIGHTS,أضواء
TID_CUSTOM_DECORATIONS_OPTIONS_CANDLES,شموع
TID_CUSTOM_DECORATIONS_OPTIONS_CLEMATIS,ياسمين البر
TID_CUSTOM_DECORATIONS_OPTIONS_ROSE,زهرة
TID_CUSTOM_DECORATIONS_OPTIONS_JASMINE,ياسمين
TID_FARM_PASS_OFFER_DECOS_TITLE,جمّل مزرعتك وبلدتك!
TID_FARM_PASS_OFFER_DECOS_INFO,احصل على زينات فريدة لبلدتك ومزرعتك
TID_DECO_BARRELHORSE,حصان البرميل
TID_DECO_PAINTEDROCKS,صخور ملوّنة
TID_DECO_BLUEPAVILION,سرادق أزرق
TID_DECO_JOCKEYSCARECROW,فزاعة فارس السباق
TID_DECO_CRESCENT_LANTERN,فانوس الهلال
TID_DECO_CRESCENT_ARCH,قوس الهلال
TID_DECO_CRESCENT_FOUNTAIN,ينبوع الهلال
TID_ANIMAL_ACCESSORY_HAT_CROWN_GOLD,تاج ذهبي
TID_ANIMAL_ACCESSORY_HAT_CROWN_RAINBOW,تاج قوس قزح
TID_ANIMAL_ACCESSORY_HAT_BIRTHDAY_PARTYRAINBOW,قبعة حفل عيد الميلاد
TID_REINDEER_CALF1,صغير أيّل بني
TID_REINDEER_CALF2,صغير آيل رمادي
TID_DECO_RUSTICHOSE,خرطوم ريفي
TID_DECO_RUSTICPLANTER,حوض ورد ريفي
TID_DECO_RUSTICBIRDHOUSE,بيت طيور ريفي
TID_DONUTMAKER,آلة صنع الدونت
TID_PLAIN_DONUT,دونت سادة
TID_CREAM_DONUT,دونت بالكريمة
TID_BACON_DONUT,دونت باللحم المقدد
TID_FILLED_DONUT,دونت محشو
TID_CRUNCHY_DONUT,دونت مقرمش
TID_SPRINKLES_DONUT,دونت مرشوش
TID_DONUT_MAKER_PRODUCT_DESCRIPTION,يُنتج في آلة صنع الدونت
TID_DONUTMAKER_DESCRIPTION,تصنع دونت لذيذة
TID_DECO_BEACHHUT,كوخ الشاطئ
TID_DECO_BRAZILSTATUE,تمثال ريش
TID_DECO_FRANCETOWER,برج حديدي
TID_DECO_UKCROWN,تاج مرصع
TID_DECO_RAINBOWCAKE,كعكة الديسكو
TID_DECO_KITESTAND,كشك طائرات ورق
TID_DECO_CLASSICCAR,سيارة كلاسيكية
TID_DECO_HOTAIRBALLOON,منطاد
TID_DECO_CHICKBALLOON,بالون الكتكوت
