TID,NL
TID_DERBY_TASK_HARVEST_OATS_DESCRIPTION,Oogst <NUMBER> havervelden
TID_EVENT_LEADERBOARD_JOIN_DESCRIPTION,Verzamel en claim <POINTS> punten om in de klassementen te verschijnen en het op te nemen tegen andere spelers voor fantastische beloningen!
TID_EVENT_LEADERBOARD_HEADER,Klassement
TID_EVENT_LEADERBOARD_INFO_HEADER,Klassementsinfo
TID_EVENT_LEADERBOARD_INFO_TEXT,Welkom bij klassementen!
TID_EVENT_LEADERBOARD_INFO_TEXT_1,"In het klassement kun je extra beloningen verdienen, zoals valuta, boosters en seizoensdecoraties. Verzamel evenementpunten door taken te claimen en te voltooien. De klassementen en prijzen worden met elk evenement vernieuwd, dus wees er snel bij!"
TID_EVENT_LEADERBOARD_INFO_TEXT_2,Je neemt het op tegen spelers van over de hele wereld die een gelijkaardig boerderijlevel hebben. De competitie is eerlijk en vriendschappelijk.
TID_EVENT_LEADERBOARD_INFO_TEXT_3,"Het plezier gaat door, ook na afloop van het beloningentraject. De klassementscompetitie blijft actief gedurende het hele evenement. Vergeet je evenementpunten niet op te halen!"
TID_SUPER_BOOSTER_FASTER_PRODUCTION,Superbooster
TID_SUPER_BOOSTER_DESCRIPTION_FASTER_PRODUCTION,<PARAM1> produceert items <MULTIPLIER>x sneller gedurende de komende <TIME> uur.
TID_SUPER_BOOSTER_PERCENTAGE_FASTER,<PARAM>x
TID_OFFER_SUPER_BOOSTER_BAKERY,- <AMOUNT>x <NAME>: superbooster voor bakkerij (<STARS> sterren)
TID_OFFER_SUPER_BOOSTER_ANIMAL_FEED,- <AMOUNT>x <NAME>: superbooster voor voedermolen (<STARS> sterren)
TID_OFFER_SUPER_BOOSTER_DAIRY,- <AMOUNT>x <NAME>: superbooster voor zuivelfabriek (<STARS> sterren)
TID_OFFER_SUPER_BOOSTER_SUGAR_MILL,- <AMOUNT>x <NAME>: superbooster voor suikerfabriek (<STARS> sterren)
TID_OFFER_SUPER_BOOSTER_LOOM,- <AMOUNT>x <NAME>: superbooster voor weefgetouw (<STARS> sterren)
TID_OFFER_SUPER_BOOSTER_SMELTER,- <AMOUNT>x <NAME>: superbooster voor smeltoven (<STARS> sterren)
TID_STORED_BOOSTER_COUNT_ONE,Je hebt één booster van dit type.
TID_STORED_BOOSTER_COUNT,Je hebt <AMOUNT> boosters van dit type.
TID_BOOSTER_FILTER_NEWEST,Nieuwste
TID_BOOSTER_FILTER_STARS,Sterren
TID_BOOSTER_FILTER_FARM,Boerderij
TID_BOOSTER_FILTER_FISHING,Vissen
TID_BOOSTER_FILTER_TOWN,Stad
TID_BOOSTER_FILTER_PROGRESS,Voortgang
TID_BOOSTER_FILTER_PURCHASED,Gekocht
TID_BOOSTER_FILTER_HEADER,Gesorteerd op
TID_FARM_PASS_PERK_EXTRA_SILO_CAPACITY,Extra silocapaciteit
TID_FARM_PASS_PERK_EXTRA_WAREHOUSE_CAPACITY,Extra schuurcapaciteit
TID_FARM_PASS_PERK_EXTRA_SILO_CAPACITY_DESC,Je kunt je silocapaciteit verhogen met <AMOUNT> opslagplaatsen. Geldig totdat het boerderijkaartseizoen afgelopen is.
TID_FARM_PASS_PERK_EXTRA_WAREHOUSE_CAPACITY_DESC,Je kunt je schuurcapaciteit verhogen met <AMOUNT> opslagplaatsen. Geldig totdat het boerderijkaartseizoen afgelopen is.
TID_SILO_FARM_PASS_EXTRA_CAPACITY_NO_PASS,Verkrijg meer opslagplaats via de boerderijkaart.
TID_SILO_FARM_PASS_EXTRA_CAPACITY_ACTIVE,Opslag verhoogd van <OLD> naar <NEW>.
TID_SILO_FARM_PASS_EXTRA_CAPACITY_NOT_ACTIVE,Nog <POINTS> punten nodig om meer opslag te ontgrendelen
TID_SILO_FARM_PASS_EXTRA_CAPACITY_LOW_LEVEL,Ontgrendel de boerderijkaart op level <LEVEL> om toegang te krijgen tot meer opslagplaats.
TID_SILO_FARM_PASS_EXTRA_CAPACITY_CLAIM,Claim meer opslagruimte via de boerderijkaart.
TID_SUPER_BOOSTER_FASTER_SPEED,SNELHEID
TID_SHOP_ONE_SUPER_BOOSTER,Superbooster!
TID_SHOP_MULTIPLE_SUPER_BOOSTERS,Superboosters!
TID_TASK_EVENT_NOTIFICATION_RANK_UP,Je bent <NUMBER> plaatsen gestegen.
TID_TASK_EVENT_NOTIFICATION_RANK_UP_ONE_PLACE,Je bent 1 plaats gestegen.
TID_TASK_EVENT_NOTIFICATION_TIER_DOWN,Je bent buiten de top <NUMBER> gezakt.
TID_TASK_EVENT_NOTIFICATION_ENTERED_LEADERBOARD,Je staat nu in het klassement.
TID_GIFT_BOX1_23,Rond cadeau
TID_GIFT_BOX2_23,Rood cadeau
TID_GIFT_BOX3_23,Geel cadeau
TID_GIFT_BOX4_23,Tjoeke-tjoek-cadeau
TID_EVENT_LEADERBOARD_INFO_TEXT_PART1,"In het klassement kun je extra beloningen verkrijgen, zoals valuta, boosters en seizoensdecoraties. Verzamel evenementpunten door taken te voltooien en punten op te halen. De klassementen en de prijzen worden elk evenement gereset, dus wees er snel bij!"
TID_EVENT_LEADERBOARD_INFO_TEXT_PART2,Je neemt het op tegen spelers van over de hele wereld die een gelijkaardig boerderijlevel hebben. De competitie is eerlijk en vriendschappelijk.
TID_EVENT_LEADERBOARD_INFO_TEXT_PART3,"Het plezier gaat door, ook na afloop van het beloningentraject. De klassementscompetitie blijft actief gedurende het hele evenement. Vergeet je evenementpunten niet op te halen!"
TID_TIME_LIMITED_OFFER_BUNDLE_CONTENTS,Inhoud bundel
TID_PRODUCT_DECADENT_MILKSHAKE,Vanillemilkshake
TID_PRODUCT_MOCHA_MILKSHAKE,Mokkamilkshake
TID_PRODUCT_FRUITY_MILKSHAKE,Fruitmilkshake
TID_MILKSHAKE_BAR_PRODUCT_DESCRIPTION,Gemaakt in de milkshakebar
TID_MILKSHAKE_BAR,Milkshakebar
TID_MILKSHAKE_BAR_DESCRIPTION,Produceert milkshakeproducten
TID_DECO_SLIPPERY_SLOPE,Gladde afdaling
TID_DECO_LOVE_LETTERS,Liefdesbrieven
TID_DECO_GETAWAY,Rustplek
TID_DECO_PRANKSTERS,Vrolijke lolbroeken
TID_DECO_RIGHT_WAY,Juiste richting
TID_DECO_LOVELY_PICNIC,Lieflijke picknick
TID_DECO_BAKEOFF,Bakwedstrijd
TID_DECO_EGGSHELL_BED,Eierschaalbed
TID_DECO_VALLEY_CUBA,Afhaalkoffie
TID_DECO_VALLEY_NZ,Rugbyfans
TID_DECO_VALLEY_LATVIA,Volksdans
TID_DECO_VALLEY_UGANDA,Fruitverkopers
TID_DECO_VALLEY_PAKISTAN,Tuktukkraam
TID_DECO_VALLEY_GREENLAND,Wollige tweeling
TID_DECO_SHORE_FLOWERS,Kustbloemen
TID_DECO_ROCKY_SHORE,Rotsbloemen
TID_DECO_MARSHMALLOW_MOMENT,Marshmallowmoment
TID_DECO_WINTER_HOTTUB,Winterhottub
TID_DECO_YULE_GOAT,Kerstgeit
TID_DECO_SWEET_BOOTH,Snoepkraam
TID_DECO_WRAPPING_BOOTH,Inpakkraam
TID_DECO_HOT_CHOCOLATE_BOOTH,Chocomelkkraam
TID_DECO_SNOWFIGHT,Sneeuwgevecht
TID_DECO_HOLIDAY_CAROLS,Kerstliedjes
TID_DECO_CHESTNUT_BOOTH,Kastanjekraam
TID_DECO_MARKET_GATE,Marktpoort
TID_DECO_MARKET_TABLE,Markttafel
TID_DECO_SNOWMOBILE,Sneeuwmobiel
TID_DECO_TREE_DELIVERY,Boombezorging
TID_DECO_MARKET_GAME,Marktspel
TID_DECO_MARKET_CART,Marktkar
TID_DECO_GIFT_LAMP,Cadeaulamp
TID_DECO_GIFT_ARCH,Cadeauboog
TID_DECO_MARKET_FEAST,Marktfeestmaal
TID_DECO_HOUR_GLASS,Zandloper
TID_DECO_CUCKOO_CLOCK,Koekoeksklok
TID_DECO_WEATHER_HOUSE,Weerhuisje
TID_DECO_HOLIDAY_STOCKING,Kerstkous
TID_DECO_NEON_LIGHT,Neonlicht
TID_DECO_DRAGON_SWING,Drakenschommel
TID_DECO_DRAGON_CHASE,Drakenjacht
TID_DECO_DRAGON_DANCE,Drakendans
TID_DECO_DRAIN_DRAGON,Verborgen draak
TID_DECO_DRAGON_POOL,Drakenbadje
TID_DECO_MARKET_FENCE,Markthek
TID_DECO_GIFT_FENCE,Cadeauhek
TID_DECO_CLEARED_SNOWPATH,Schoongeveegd sneeuwpad
TID_CUSTOMIZATION_WINTER2023,Winter
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_TITLE,Tegoedbon claimen mislukt
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_ALREADY_CLAIMED,Tegoedbon al opgehaald
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_EXPIRED,Tegoedbon is verlopen
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_INVALID_CODE,Er ging iets fout met de tegoedboncode. Controleer of je de juiste code hebt en probeer het opnieuw.
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_INVALIDATED,De tegoedbon is ongeldig gemaakt.
TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_UNKNOWN,Er ging iets mis. Probeer het binnenkort opnieuw.
TID_SPELL_FACTORY_VOUCHER_CLAIM_SUCCESS_TITLE,Beloning ontvangen
TID_SPELL_FACTORY_VOUCHER_CLAIM_SUCCESS_TEXT,Tegoedbon ingewisseld
TID_SPELL_FACTORY_VOUCHER_CLAIM_HEADER,Beloning ophalen
TID_SPELL_FACTORY_VOUCHER_CLAIM_TEXT,Haal je beloning op door op ophalen te tikken.
TID_SPELL_FACTORY_VOUCHER_CLAIM_BUTTON,Ophalen
TID_SPELL_FACTORY_VOUCHER_OKAY_BUTTON,Oké
TID_FARM_PASS_SECTION_UNLOCKED,Deel <NUM> ontgrendeld!
TID_EVENT_BOARD_EVENT_ENDED_POSTER,Evenement afgelopen
TID_EVENT_BOARD_TASK_EVENT_ENDED_POSTER_TEXT,Het evenement is afgelopen maar het is nog niet te laat om je beloningen op te halen! Aarzel niet!
TID_PLAYER_AGE_TITLE,Hoe oud ben je?
TID_FARM_PASS_BUY_BUNDLE_ALL_BUTTON,Alles kopen
TID_FARM_PASS_BUY_BUNDLE_REST_BUTTON,Bundel kopen
TID_FARM_PASS_TIER_N,Drempel <NUM>
TID_FARM_PASS_TIER_1,Boerderijkaart
TID_FARM_PASS_TIER_2,Feestkaart
TID_FARM_PASS_TIER_3,Festivalkaart
TID_TUTORIAL_EXISTING_PLAYER_AGE,Hoi Boer! Onze boerderijen zijn een veilige en vriendelijke plek voor iedereen. Vul je leeftijd in en help ons Hay Day nog beter te maken!
TID_FARM_PASS_GET_FARM_PASS_1_POPUP_TITLE,Welkom bij de boerderijkaart!
TID_FARM_PASS_GET_FARM_PASS_2_POPUP_TITLE,Welkom bij de feestkaart!
TID_FARM_PASS_GET_FARM_PASS_3_POPUP_TITLE,Welkom bij de festivalkaart!
TID_FARM_PASS_GET_FARM_PASS_TWO_TIERS_POPUP_TITLE,Welkom bij de feestbundel!
TID_FARM_PASS_GET_FARM_PASS_ALL_TIERS_POPUP_TITLE,Welkom bij de boerderijkaartbundel!
TID_AGE_GATE_NEW_PLAYERS_LINK_TEXT,"Als je doorgaat, accepteer je onze <TOS>Algemene voorwaarden</TOS>. Lees <PP>hier</PP> hoe we je persoonlijke gegevens verwerken."
TID_AGE_GATE_EXISTING_PLAYERS_LINK_TEXT,Lees <PP>hier</PP> hoe we je persoonlijke gegevens verwerken.
TID_FARM_PASS_GET_FARM_PASS_1_POPUP_BUTTON,Koop de boerderijkaart!
TID_FARM_PASS_GET_FARM_PASS_2_POPUP_BUTTON,Koop de feestkaart!
TID_FARM_PASS_GET_FARM_PASS_3_POPUP_BUTTON,Koop de festivalkaart!
TID_FARM_PASS_GET_FARM_PASS_TWO_TIERS_POPUP_BUTTON,Koop de feestbundel!
TID_FARM_PASS_GET_FARM_PASS_ALL_TIERS_POPUP_BUTTON,Koop alle kaarten!
TID_FARM_PASS_BUY_PREVIOUS_PASS_FIRST_FLOATER,Je moet eerst de vorige kaart kopen!
TID_BETA,BETA
TID_FARM_PASS_TASK_TRASH_TOOLTIP_TEXT,Je kunt deze doelstelling verwijderen. De doelstelling vernieuwt over <MINUTES> minuten.
TID_FARM_PASS_BUY_DIAMOND_GOAL_TOOLTIP_TITLE,Zin in meer?
TID_FARM_PASS_BUY_DIAMOND_GOAL_TOOLTIP_TEXT,Activeer een extra seizoensdoelstelling.
TID_FARM_PASS_BUY_DIAMOND_GOAL_BUTTON,1 doelstelling toevoegen
TID_FARM_PASS_DIAMOND_GOAL_ITEM_HEADER,Deze doelstelling toevoegen
TID_FARM_PASS_DISCARD_TASK_POPUP_TITLE,Doelstelling verwijderen bevestigen
TID_FARM_PASS_DISCARD_TASK_POPUP_NO,Annuleren
TID_FARM_PASS_DISCARD_TASK_POPUP_YES,Verwijderen
TID_FARM_PASS_DISCARD_TASK_POPUP_DESCRIPTION,Wil je deze doelstelling verwijderen?
TID_PENGUINCHICK1,Grijs pinguïnkuiken
TID_PENGUINCHICK2,Blauw pinguïnkuiken
TID_FARM_PASS_TASK_TRASHED_NEW_TASK_IN,Nieuwe doelstelling over:
TID_FARM_PASS_LAST_SECTION_RIBBON,Je hebt alles!
TID_ANIMAL_ACCESSORY_HAT_TRAPPER,Bontmuts
TID_ANIMAL_ACCESSORY_HAT_SNOWMAN,Sneeuwpopmuts
TID_FARMPASS_2_SHOP_OFFER,Koop de feestkaart!
TID_FARMPASS_3_SHOP_OFFER,Koop de festivalkaart!
TID_FARMPASS_BUNDLE_ALL_SHOP_OFFER,Bespaar door de boerderijkaartbundel te kopen!
TID_FARMPASS_BUNDLE_2_3_SHOP_OFFER,Bespaar door de feestbundel te kopen!
TID_FARM_PASS_SECTION_2_UNLOCKED,Het feestpad start hier!
TID_FARM_PASS_SECTION_3_UNLOCKED,Het festivalpad start hier!
TID_SCID_CONFIRM_GET_FARM_PASS_BUNDLE_TITLE,Boerderijkaartbundel activeren?
TID_SCID_CONFIRM_GET_FARM_PASS_BUNDLE_TEXT,Je Supercell ID bevat <NUMBER> beschikbare token(s) voor de boerderijkaartbundel. Wil je de bundel van dit seizoen activeren met een token?
TID_VALLEY_PLAYER_INFO_POPUP_TITLE,Spelers
TID_DECO_WHITE_BASS,Witte bas
TID_ANIMAL_ACCESSORY_HAT_SHAMROCK,Klavertjeshoed
TID_DECO_BLUE_AKKORDEON,Blauwe accordeon
TID_DECO_SNOWFLAKE_TILE,Sneeuwvloktegel
TID_DECO_SNOWY_HEDGE,Sneeuwhaag
TID_DECO_WINTER_SLEIGH,Winterslee
TID_DECO_WINTER_PAVILION,Winterprieel
TID_DECO_OWLS_NEST,Uilennest
TID_DECO_FROZEN_BUSH,Bevroren struik
TID_DECO_BUNNY_BURROW,Konijnenschuilplek
TID_DECO_DECORATED_DONKEY,Winterezel
TID_DECO_CONDUCTOR,Dirigentenkip
TID_MAVIS_CALENDAR,Dagelijkse boerderijtaken
TID_DAILY_TASK_WEEK_1,Week 1
TID_DAILY_TASK_WEEK_2,Week 2
TID_DAILY_TASK_WEEK_3,Week 3
TID_DAILY_TASK_WEEK_4,Week 4
TID_FARM_PASS_BUY_BUNDLE_GET_ALL_BUTTON,Alles kopen
TID_KNITSTREAK_DAY1,MAANDAG
TID_KNITSTREAK_DAY2,DINSDAG
TID_KNITSTREAK_DAY3,WOENSDAG
TID_KNITSTREAK_DAY4,DONDERDAG
TID_KNITSTREAK_DAY5,VRIJDAG
TID_KNITSTREAK_DAY6,ZATERDAG
TID_KNITSTREAK_DAY7,ZONDAG
TID_DAILY_TASK_TUTORIAL_1,Voltooi dagelijkse boerderijtaken en verzamel bollen wol.
TID_DAILY_TASK_TUTORIAL_2,Verzamel genoeg bollen wol om verrassingskisten te openen.
TID_DAILY_TASK_TUTORIAL_3,Verzamel een maand lang bollen wol om een grote verrassingskist te verdienen!
TID_DAILY_TASK_TUTORIAL_4,Leg je dagelijkse voortgang vast met een steekreeks!
TID_DAILY_TASK_TUTORIAL_5,Het beloningenpad wordt elke maand vernieuwd. Verzamel genoeg bollen wol om alle verrassingskisten te openen voordat het pad herstart.
TID_DAILY_TASK_TUTORIAL_TITLE,Tutorial voor dagelijkse boerderijtaken
TID_KNITSTREK_LOST_WARNING,Steekreeks verbroken!
TID_START_OVER,Opnieuw beginnen
TID_KNITSTREAK_WALLET,Lapjesdoos
TID_KNITSTREAK_WALLET_1,Met lapjes kun je je steekreeks oplappen als je een dag mist.
TID_KNITSTREAK_WALLET_2,Lapjes worden automatisch gebruikt als je steekreeks verbroken is.
TID_KNITSTREAK_ADD_PATCH,Lapje kopen
TID_KNITSTREAK_TUTORIAL_1,Voltooi elke dag minstens één taak.
TID_KNITSTREAK_TUTORIAL_2,"Door één taak per dag uit te voeren, wordt je sjaal telkens verlengd."
TID_KNITSTREAK_TUTORIAL_3,"Als je een dag mist, komt er een gat in je sjaal. Je kunt gaten repareren met lapjes."
TID_KNITSTREAK_TUTORIAL_4,Verkrijg lapjes via de lapjesdoos of verrassingskisten.
TID_KNEATSTREAK_TUTORIAL_TITLE,Tutorial voor steekreeksen
TID_KNITSTREAK_TUTORIAL_5,Je kunt je steekreeks verlengen door elke dag één taak te voltooien.
TID_KNITSTREAK_TUTORIAL_6,"Als je lapjes op zijn, kun je je verbroken steekreeks ook repareren met diamanten."
TID_KNITSTREAK_TUTORIAL_7,"Als je steekreeks meer dan twee weken verbroken blijft, kun je de reeks niet meer repareren en moet je weer opnieuw beginnen."
TID_KNITSTREAK_SHOW_BADGE,Stel je steekreeks-badge tentoon voor bezoekers.
TID_DAILY_TASKS_FTUE_BUBBLE_TEXT,"Ik ben Maaike, een goede vriendin van Greg. Ik zou graag leren werken op de boerderij net als jij. Kan ik helpen?"
TID_DAILY_TASKS_FTUE_BUTTON,Tuurlijk!
TID_ANIMAL_ACCESSORY_HAT_VALENTINE_HEADBAND,Valentijnshaarband
TID_DECO_WANNABE_CUPID,Wannabe-Cupido
TID_DECO_LOVE_TUNNEL,Liefdestunnel
TID_DECO_VALENTINE_SWING,Valentijnsschommel
TID_DECO_HEART_GROUP,Hoopje hartjes
TID_DECO_CARVED_DRAGON,Uitgesneden draak
TID_COUNTY_FAIR_BONUS_ROUND_INFO_TEXT,"Verdien een geluksbonus door kermismanden te vullen. Elke geluksbonus bestaat uit maximaal <ROUND_COUNT> rondes.\n\nTik op de vakjes om ze open te krassen en de inhoud ervan te zien. Nadat je een bepaald aantal prijzen hebt bereikt, kun je ervoor kiezen om door te gaan naar de volgende ronde. Elke nieuwe ronde heeft meer en betere beloningen.\n\nAls je een bom vindt, verlies je alle prijzen die je tot dan toe hebt gevonden, inclusief de prijzen uit eerdere rondes. Door diamanten uit te geven, kun je verder spelen en voorkomen dat je je prijzen verliest.\n\nAls je het risico op het vinden van een bom te hoog vindt, kun je op elk moment op \qStoppen\q tikken om de geluksbonus te beëindigen en je prijzen te behouden."
TID_SEASONAL_GIFT_AMOUNT_AVAILABLE,Beschikbaar:
TID_SEASONAL_GIFT_SECOND_CHANCE_TO_GET,Tweede kans!
TID_SEASONAL_GIFT_PRICE_CHANGE_TO_DIAMONDS,Prijs verandert over
TID_DECO_CRESCENT_CENTER,Halvemaanpaviljoen
TID_DECO_BRASS_TUBA,Koperen tuba
TID_DECO_SILVER_SAXOPHONE,Zilveren saxofoon
TID_DECO_RED_GUITAR,Rode gitaar
TID_DECO_IRISH_FLOWERBED,Driekleurig bloembed
TID_DECO_IRISH_BAND,Folkband
TID_DECO_RIVERDANCE_SHEEPS,Dansende schapen
TID_DECO_LEPRACHAUN_GNOME,Leprechaunkabouter
TID_DECO_LEPRACHAUN_HIDEOUT,Leprechaunschuilplaats
TID_DECO_DROWNING_SHAROCK,Klavertjesboeket
TID_DECO_SHAMROCK_PATH,Klavertjespad
TID_DECO_MUSICAL_FENCE,Muziekhek
TID_DECO_CARROT_FENCE,Wortelhek
TID_DECO_BLOOMING_BRACELETS,Armbandboom
TID_DECO_GOAT,G.O.A.T.
TID_DECO_STREETFOOD_SELLERS,Straatverkopers
TID_DECO_CLOCKWORKS,Uurwerk
TID_DECO_MAGICAL_CARPETS,Kleurrijke tapijten
TID_DECO_PEACEFUL_PLACE,Vredige top
TID_DECO_PUMPING_IRON,Bankdrukken
TID_DECO_PIT_STOP,Pitstop
TID_DECO_CAKE_FIGHT,Taartgevecht
TID_DECO_DANCE_HALL,Danszaal
TID_DECO_SLINGING_RANGE,Katapultbereik
TID_DECO_FRESH_LEMONADE,Limonadekraam
TID_DECO_SPLASHY_FUN,Waterglijden
TID_DECO_BEACH_VOLLEY,Strandvolleybal
TID_DECO_THROWING_CANS,Blikgooien
TID_DECO_CROSS_STITCHING,Herfstborduurwerk
TID_DECO_DRACULAS_APPRENTICES,Griezelige vampier
TID_DECO_PUMPKIN_PYRAMID,Pompoenenpiramide
TID_DECO_WOOD_CUTTERS,Houthakkers
TID_DECO_TUBE_SLEDDING,Tubing
TID_DECO_BIG_BANG,Raketavontuur
TID_DECO_HOLIDAY_SPIRIT,Feestdagenfun
TID_DECO_CARROT_BENCH,Wortelbank
TID_DECO_CARROT_GAZEBO,Wortelpaviljoen
TID_DECO_CARROT_HOUSE,Wortelhuis
TID_DECO_CARROT_CART,Wortelwagen
TID_DECO_CHOCOLATE_BELLS,Chocoladeklokken
TID_DECO_CHOCOLATE_EGG_PLANTER,Bloembak vol eieren
TID_DECO_EGG_WORKSHOP,Eiwerkplaats
TID_DECO_EGG_WORKSHOP_SIGN,Werkplaatsbord
TID_DECO_GLIMMERING_EGG,Elegant ei
TID_DECO_RUNNAWAY_EGG,Eisprongetje
TID_DECO_EGGCELLENT_SURPRISE,Worteldief
TID_DECO_DERBY_FENCE,Paardenhek
TID_DECO_GRAND_PRIZE,Prijzenemmer
TID_DECO_HORSESHOE_BENCH,Hoefijzerbank
TID_DECO_PLACEMENT_BOARD,Rozetbord
TID_DECO_PLACING_JUDGES,Juryleden
TID_DECO_SNACKS_CART,Snackkar
TID_DECO_ESPELETIA,Espeletia
TID_DECO_BANANA_PLANT,Bananenplant
TID_FLAMINGO1,Andesflamingo
TID_FLAMINGO2,Rode flamingo
TID_FLAMINGO3,Grote flamingo
TID_FLAMINGO_DESCRIPTION,Voer dit dier om punten te verzamelen
TID_COUNTY_FAIR_INSTRUCTIONS,Vul kermismanden om lintjes te krijgen en beloningen te verzamelen.
TID_COUNTY_FAIR_DISCARD_CRATE_POPUP_TITLE,Mand verwijderen bevestigen
TID_COUNTY_FAIR_DISCARD_CRATE_POPUP_NO,Annuleren
TID_COUNTY_FAIR_DISCARD_CRATE_POPUP_YES,Verwijderen
TID_COUNTY_FAIR_DISCARD_CRATE_POPUP_DESCRIPTION,Wil je deze mand verwijderen?
TID_COUNTY_FAIR_TOOLTIP_TITLE,Lever deze items af en verdien het volgende:
TID_COUNTY_FAIR_TOOLTIP_DELIVER_BUTTON,Afleveren
TID_COUNTY_FAIR_DAILY_REWARDS_TITLE,Dagelijkse beloningen
TID_COUNTY_FAIR_DAILY_REWARDS_RESET_TIMER,Dagelijkse beloningen worden gereset over: <TIME>
TID_COUNTY_FAIR_ENDS_IN,Eindigt over: <TIME>
TID_COUNTY_FAIR_DAY_TEXT,Dag: <DAY>/<DAY_COUNT>
TID_COUNTY_FAIR_NEXT_CRATE_IN_TIME,Volgende over:
TID_COUNTY_FAIR_REWARD_ALREADY_CLAIMED,Beloning al opgehaald
TID_COUNTY_FAIR_REWARD_NOT_ENOUGH_POINTS,Je hebt meer lintjes nodig om deze beloning te ontgrendelen.
TID_ANIMAL_ACCESSORY_HAT_BUCKET_EASTER,Wortelhoed
TID_COUNTY_FAIR_LUCKY_BONUS_TICKET,Geluksbonusticket
TID_COUNTY_FAIR_LUCKY_BONUS_TICKET_DESCRIPTION,Met dit ticket kun je de geluksbonus spelen. Veel geluk!
TID_COUNTY_FAIR_RIBBON,Lintje
TID_COUNTY_FAIR_RIBBON_DESCRIPTION,Met lintjes boek je voortgang in het kermisevenement.
TID_COUNTY_FAIR_PLAY_LUCKY_BONUS_BUTTON,Bonus spelen
TID_KNITSTREAK_REFILL_BUTTON,Repareren
TID_COUNTY_FAIR_STREAK_POPUP_HEADER,Kermiskalender
TID_COUNTY_FAIR_STREAK_POPUP_TEXT,"Vul elke dag manden, krijg dagelijkse stempels en verdien een speciale beloning!"
TID_COUNTY_FAIR_STREAK_POPUP_REVIVE_STREAK_BUTTON,Herstellen
TID_COUNTY_FAIR_DAY_ITEM_RIBBONS_REQUIRED,Vereist:
TID_COUNTY_FAIR_DAY_ITEM_TODAY,Vandaag
TID_COUNTY_FAIR_REWARDS_POPUP_HEADER,Kermisbeloningen
TID_COUNTY_FAIR_REWARDS_DAY_ITEM_DAY,Dag
TID_COUNTY_FAIR_STREAK_POPUP_REWARDS,Beloningen
TID_COUNTY_FAIR_STREAK_POPUP_INFO_1,Verzamel de vereiste lintjes om de kermisstempel van vandaag te krijgen.
TID_COUNTY_FAIR_STREAK_POPUP_INFO_2,Vul de kermiskalender om de speciale evenementbeloning te ontvangen.
TID_COUNTY_FAIR_STREAK_POPUP_INFO_3,"Als je een dagelijkse stempel mist, kun je die later herstellen met diamanten. Je kunt je missende stempels ook herstellen aan het einde van het kermisevenement."
TID_COUNTY_FAIR_EVENT_INFO_POPUP_HEADER,Tutorial voor de kermis
TID_COUNTY_FAIR_EVENT_INFO_POPUP_DESCRIPTION,Je kunt manden verwijderen en er zal een nieuwe in de plaats komen na de afkoelperiode. Vul de balk met dagelijkse beloningen voordat die wordt vernieuwd. Beloningen worden automatisch verzameld wanneer je het benodigde aantal lintjes bereikt.
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_CRATE,Vul manden om lintjes te krijgen.
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_DAILY_PROGRESS_BAR,Verdien lintjes om de balk te vullen en dagelijkse beloningen te ontgrendelen.
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_STREAK_SYSTEM,Krijg dagelijkse stempels door te spelen en ontgrendel een speciale beloning.
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_EXP_AND_CASH,Door manden te vullen krijg je ook ervaringspunten en munten.
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_STREAK_BONUS_THRESHOLD,Verzamel genoeg lintjes om geluksbonustickets te krijgen.
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_STREAK_BONUS_RANDOM,Willekeurige manden belonen je met geluksbonustickets als ze gevuld zijn.
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_STREAK_BONUS_VISIBLE,Bepaalde manden belonen je met geluksbonustickets als ze gevuld zijn.
TID_ESSENTIALS_OIL_LAB,Aromalab
TID_ESSENTIALS_OIL_LAB_DESCRIPTION,Produceert etherische oliën
TID_PRODUCT_ESSENTIAL_OIL_LEMON,Etherische citroenolie
TID_PRODUCT_ESSENTIAL_OIL_MINT,Etherische muntolie
TID_PRODUCT_ESSENTIAL_OIL_GINGER,Etherische gemberolie
TID_ESSENTIALS_OIL_LAB_PRODUCT_DESCRIPTION,Wordt in het aromalab gemaakt
TID_OSTRICH_HOUSE,Struisvogelnest
TID_OSTRICH_HOUSE_SHOP_DESCRIPTION,Ruimte voor <CAPACITY> struisvogels
TID_OSTRICH1,Grijze struisvogel
TID_OSTRICH2,Bruine struisvogel
TID_EASTER_EGG1_24,Chocoladekoe
TID_EASTER_EGG2_24,Chocoladekip
TID_EASTER_EGG3_24,Chocoladevarken
TID_EASTER_EGG4_24,Chocoladegeit
