TID,TR
TID_FARM_PASS_TASK_FEED_DONKEY_ONE,Bir eşek besle.
TID_FARM_PASS_TASK_FEED_DONKEY,<NUMBER> eşek besle.
TID_FARM_PASS_TASK_FEED_KITTEN_ONE,Bir yavru kedi besle.
TID_FARM_PASS_TASK_FEED_KITTEN,<NUMBER> yavru kedi besle.
TID_FARM_PASS_TASK_FEED_DOG_ONE,Erişkin bir köpek besle.
TID_FARM_PASS_TASK_FEED_DOG,<NUMBER> erişkin köpek besle.
TID_FARM_PASS_TASK_FEED_PUPPY_ONE,Bir yavru köpek besle.
TID_FARM_PASS_TASK_FEED_PUPPY,<NUMBER> yavru köpek besle.
TID_FARM_PASS_TASK_FEED_BUNNY_ONE,Bir tavşan besle.
TID_FARM_PASS_TASK_FEED_BUNNY,<NUMBER> tavşan besle.
TID_FARM_PASS_TASK_COLLECT_FRUIT,<NUMBER> <FRUIT> topla.
TID_FARM_PASS_TASK_COLLECT_TREE,Ağaçlardan <NUMBER> meyve topla.
TID_FARM_PASS_TASK_COLLECT_BUSH,Çalılardan <NUMBER> meyve topla.
TID_FARM_PASS_TASK_OPEN_FARM_BOXES,Çiftliklerde <NUMBER> gizemli kutu aç.
TID_FARM_PASS_TASK_OPEN_TOWN_BOXES,Kasabalarda <NUMBER> gizemli sandık aç.
TID_FARM_PASS_TASK_PLANT_TREE_BUSH_ANY,<NUMBER> meyve ağacı ya da çalısı ek.
TID_FARM_PASS_TASK_PLANT_TREE_ANY,<NUMBER> meyve ağacı dik.
TID_FARM_PASS_TASK_PLANT_BUSH_ANY,<NUMBER> meyve çalısı dik.
TID_FARM_PASS_TASK_CAST_DUCK_LOBSTER,<NUMBER> ördek veya ıstakoz yakala.
TID_FARM_PASS_TASK_CAST_DUCK_ONE,Bir ördek tuzağı kur.
TID_FARM_PASS_TASK_CAST_LOBSTER_ONE,Bir ıstakoz tuzağı kur.
TID_FARM_PASS_TASK_CAST_DUCK,<NUMBER> ördek tuzağı kur.
TID_FARM_PASS_TASK_CAST_LOBSTER,<NUMBER> ıstakoz tuzağı kur.
TID_FARM_PASS_TASK_CAST_NET_ONE,Bir balık ağı veya gizemli ağ at.
TID_FARM_PASS_TASK_CAST_NET,<NUMBER> balık ağı veya gizemli ağ at.
TID_FARM_PASS_TASK_CATCH_NET,Balık ağı veya gizemli ağ kullanarak <NUMBER> balık yakala.
TID_FARM_PASS_TASK_USE_LURE_ONE,"Yeşil, mavi, mor veya altın bir yem ile balık yakala."
TID_FARM_PASS_TASK_USE_LURE,"Balık yakalamak için yeşil, mavi, mor veya altın <NUMBER> yem kullan."
TID_FARM_PASS_TASK_ACTIVATE_BOOSTER_ONE,Bir hızlandırıcı etkinleştir.
TID_FARM_PASS_TASK_ACTIVATE_BOOSTER,<NUMBER> hızlandırıcı etkinleştir.
TID_FARM_PASS_TASK_SELL_FARM_VISITORS_ONE,Bir çiftlik ziyaretçisine ürün sat.
TID_FARM_PASS_TASK_SELL_FARM_VISITORS,<NUMBER> çiftlik ziyaretçisine ürün sat.
TID_FARM_PASS_TASK_SELL_RSS,Cadde üzeri dükkanda <NUMBER> ürünü satışa çıkar.
TID_FARM_PASS_TASK_HELP_OTHERS,Diğer oyunculara <NUMBER> kez yardım et.
TID_FARM_PASS_TASK_SERVE_TOWNIES_ONE,Bir kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_SERVE_TOWNIES,<NUMBER> kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_FEED_SANCTUARY_ONE,Bir barınak hayvanı besle.
TID_FARM_PASS_TASK_FEED_SANCTUARY,<NUMBER> barınak hayvanı besle.
TID_FARM_PASS_TASK_WAKE_SANCTUARY_ONE,Bir barınak hayvanı uyandır.
TID_FARM_PASS_TASK_WAKE_SANCTUARY,<NUMBER> barınak hayvanı uyandır.
TID_FARM_PASS_TASK_PICK_UP_VISITORS_ONE,Kişisel trenine bir kasaba ziyaretçisi bindir.
TID_FARM_PASS_TASK_PICK_UP_VISITORS,Kişisel trenine <NUMBER> kasaba ziyaretçisi bindir.
TID_FARM_PASS_TASK_RECEIVE_VISITORS,Herhangi bir trenden <NUMBER> kasaba ziyaretçisi al.
TID_FARM_PASS_TASK_RECEIVE_VISITORS_EGGSPRESS,Ekspres trenden <NUMBER> kasaba ziyaretçisi al.
TID_FARM_PASS_TASK_SPIN_WHEEL,Çarkıfeleği <NUMBER> kez döndür.
TID_FARM_PASS_TASK_COLLECT_HONEYCOMB,Arı kovanlarından <NUMBER> bal peteği topla.
TID_FARM_PASS_TASK_COLLECT_PEANUT,Sincap ağaçlarından <NUMBER> yer fıstığı topla.
TID_FARM_PASS_TASK_COLLECT_FARM_ANIMALS,Çiftlik hayvanlarından <NUMBER> ürün topla.
TID_FARM_PASS_TASK_VISIT_SANCTUARY_ONE,Bir kasaba ziyaretçisine barınağı gezdir.
TID_FARM_PASS_TASK_VISIT_SANCTUARY,<NUMBER> kasaba ziyaretçisine barınağı gezdir.
TID_FARM_PASS_TASK_DERBY_ONE,Bir Derbi görevi tamamla.
TID_FARM_PASS_TASK_DERBY,<NUMBER> Derbi görevi tamamla.
TID_FARM_PASS_PERK_REACTIVATE_DERBY_TASK,Derbi görevini tekrar etkinleştirme
TID_FARM_PASS_PERK_REACTIVATE_DERBY_TASK_DESC,"Süresi dolmuş bir görevi, derbi başına bir kez yeniden etkinleştirebilirsin. Yalnızca bu avantaj alındıktan sonra süresi dolan görevlerde işe yarar. Toplam görev sayından eksiltmez."
TID_FARM_PASS_DERBYTASK_POPUP_TITLE,Derbi görevinin süresi doldu!
TID_FARM_PASS_DERBYTASK_POPUP_DESCRIPTION_PERK_ACTIVE,Görevin süresi doldu! Bu görevi tekrar etkinleştirmek için Farm Pass avantajını kullanmak istiyor musun?\n\nBu görevdeki ilerlemen aynı kalacak ve tamamlamak için daha fazla zamanın olacak.\n\nDerbi başına sadece BİR görevi tekrar etkinleştirebilirsin.
TID_FARM_PASS_DERBYTASK_POPUP_DESCRIPTION_GET_PASS,"Görevin süresi doldu! Farm Pass'deki Derbi Görevini Tekrar Etkinleştirme avantajıyla, bir görevi Derbi başına bir defa olmak üzere tekrar etkinleştirebilirsin! Hemen Farm Pass al!"
TID_FARM_PASS_DERBYTASK_POPUP_REACTIVATE_TASK,Tekrar etkinleştir!
TID_FARM_PASS_DERBYTASK_POPUP_TRASH_TASK,Çöpe at
TID_FARM_PASS_DERBYTASK_POPUP_GET_FARM_PASS,Farm Pass al!
TID_FARM_PASS,Farm Pass
TID_FEATURE_FARM_PASS,Farm Pass!
TID_FARM_PASS_GET_FARM_PASS_POPUP_TITLE_PLAY,Farm Pass'e hoş geldin!
TID_FARM_PASS_GET_FARM_PASS_POPUP_PLAY_BUTTON,Pass Yoluna Git
TID_FARM_PASS_GET_FARM_PASS_POPUP_MUCH_MORE_LABEL,ve çok daha fazlasını kaçırma!
TID_FARM_PASS_UI_PREMIUM_REWARD_LOCKED,Bu ödülü almak için Farm Pass al
TID_FARM_PASS_PERK_EXTRA_HELP_TRUCK,Ekstra kamyon yardımı
TID_FARM_PASS_PERK_EXTRA_HELP_TRUCK_DESC,Ek bir kamyon siparişi için yardım isteyebilirsin. Farm Pass sezonu bitene kadar sürer.
TID_FARM_PASS_PERK_EXTRA_HELP_BOAT,Ekstra tekne yardımı
TID_FARM_PASS_PERK_EXTRA_HELP_BOAT_DESC,Ek bir tekne sandığı için yardım isteyebilirsin. Farm Pass sezonu bitene kadar sürer.
TID_FARM_PASS_PERK_EXTRA_HELP_VISITORS,Ekstra kasaba ziyaretçisi yardımı
TID_FARM_PASS_PERK_EXTRA_HELP_VISITORS_DESC,Ek bir kasaba ziyaretçisi siparişi için yardım isteyebilirsin. Farm Pass sezonu bitene kadar sürer.
TID_FARM_PASS_PERK_MUST_JOIN_NEIGHBORHOOD_TO_USE_PERK,Bu avantajı kullanmak için bir mahalleye katılman gerekiyor!
TID_FARM_PASS_TASK_TITLE_COMPLETE,Tamamlanan Hedefler
TID_FARM_PASS_TASK_PLANT_CROP_ANY,Toplam <NUMBER> ekin ek.
TID_FARM_PASS_TASK_COLLECT_HONEYCOMB_ONE,Bir bal peteği topla.
TID_FARM_PASS_TASK_COLLECT_PEANUT_ONE,Bir yer fıstığı topla.
TID_FARM_PASS_TASK_COLLECT_EGG,<NUMBER> yumurta topla.
TID_FARM_PASS_TASK_COLLECT_MILK,<NUMBER> testi süt topla.
TID_FARM_PASS_TASK_COLLECT_WOOL,<NUMBER> yün topla.
TID_FARM_PASS_TASK_COLLECT_BACON,<NUMBER> pastırma topla.
TID_FARM_PASS_TASK_COLLECT_GOAT_MILK,<NUMBER> testi keçi sütü topla.
TID_FARM_PASS_TASK_RECEIVE_PASSENGER_TRAIN,Ekspres Treni <NUMBER> kez karşıla.
TID_FARM_PASS_TASK_RECEIVE_PERSONAL_TRAIN,Kişisel Treni <NUMBER> kez karşıla.
TID_FARM_PASS_TASK_SERVE_GROCERYSTORE_ONE,Bakkalda bir kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_SERVE_MOVIETHEATER_ONE,Sinemada bir kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_SERVE_DINER_ONE,Lokantada bir kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_SERVE_BEDBREAKFAST_ONE,Oda Kahvaltıda bir kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_SERVE_SPA_ONE,Spada bir kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_SERVE_BEACHCAFE_ONE,Plaj Kafede bir kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_SERVE_GIFTSHOP_ONE,Hediye Dükkanında bir kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_SERVE_GROCERYSTORE,Bakkalda <NUMBER> kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_SERVE_MOVIETHEATER,Sinemada <NUMBER> kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_SERVE_DINER,Lokantada <NUMBER> kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_SERVE_BEDBREAKFAST,Oda Kahvaltıda <NUMBER> kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_SERVE_SPA,Spada <NUMBER> kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_SERVE_BEACHCAFE,Plaj Kafede <NUMBER> kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_SERVE_GIFTSHOP,Hediye Dükkanında <NUMBER> kasaba ziyaretçisine hizmet vermeye başla.
TID_FARM_PASS_TASK_DERBYPOINTS,<NUMBER> derbi puanı al.
TID_FARM_PASS_PURCHASE_ERROR_SEASON_REVOKED,Bu sezon tekrar satın alınamaz
TID_ANIMAL_ACCESSORY_HAT_DESC,Hayvanların için benzersiz bir aksesuar!
TID_GORILLA_HOUSE_SHOP_DESCRIPTION,<CAPACITY> Goril için ev
TID_FARM_PASS_DESCRIPTION_PERK_EXTRA_SLOT_BUY,Bu binayı henüz satın almadın!
TID_XP,Deneyim puanı
TID_XP_DESCRIPTION,Sonraki seviyeye ulaşmak için deneyim puanı toplamalısın!
TID_XP_TO_NEXT_LEVEL,Sonraki seviyeye
TID_FARM_PASS_TAB_TASKS_GOAL_REACHED,Farm Pass sezonunu tamamladın! İyi eğlenceler!
TID_DECO_SNOWBUNNY,Kar tavşanı
TID_PRODUCT_STUFFEDPEPPER,Biber dolması
TID_PRODUCT_GINGERBREADCOOKIE,Zencefilli kurabiye
TID_PRODUCT_CHOCOLATEROLL,Çikolatalı rulo pasta
TID_PRODUCT_FRIEDCANDYBAR,Kızarmış şekerleme
TID_PRODUCT_PBMILKSHAKE,Fıstık ezmeli milkshake
TID_PRODUCT_SNACKMIX,Karışık çerez
TID_PRODUCT_CHOCOLATEPIE,Çikolatalı turta
TID_PRODUCT_VEGGIEBOUQUET,Sebze buketi
TID_PRODUCT_RICEBALL,Pirinç topu
TID_DECO_KARIBATREE,Harika ağaç
TID_DECO_KARIBATREE_DESC,Benzersiz \qAğaçlar için Oyna\q dekorasyonu
TID_DECO_JOLLYCLOTHES,Yılbaşı giysileri
TID_DECO_JOLLYCORNER,Yılbaşı köşesi
TID_DECO_WINTERORNAMENTS,Kış süslemeleri
TID_DECO_STARTILE,Yıldız karo
TID_DECO_STARBENCH,Yıldız bank
TID_DECO_STARTABLE,Yıldız masa
TID_DECO_STARFOUNTAIN,Yıldız çeşme
TID_TIME_D2,<D> gün
TID_CONTENTCREATOR_SHOPPILL_TITLE,İçerik Üreticisine Destek
TID_CONTENTCREATOR_SHOPPILL_DETAILS,Kodunu girerek bir içerik üreticisini destekleyebilirsin!
TID_CONTENTCREATOR_SHOPPILL_NOSUPPORT,Şu anda bir içerik üreticisini desteklemiyorsun.
TID_CONTENTCREATOR_SHOPPILL_SUPPORT,Şu anda desteklediğin:
TID_CONTENTCREATOR_SHOPPILL_ACTION_ENTERCODE,Kodu gir!
TID_CONTENTCREATOR_SHOPPILL_ACTION_EDIT,Değiştir
TID_CONTENTCREATOR_POPUP_ENTER_CODE,İçerik üreticisi kodunu yaz:
TID_CONTENTCREATOR_POPUP_ENTER_BUTTON,Başlat
TID_CONTENTCREATOR_POPUP_INVALID,"İçerik üreticisi kodu geçersiz, kodu kontrol et!"
TID_CONTENTCREATOR_POPUP_STOP_BUTTON,Durdur
TID_CONTENTCREATOR_POPUP_SUCCESS,Şu anda <NAME> adlı içerik üreticisini destekliyorsun!
TID_CONTENTCREATOR_POPUP_SUPPORTING,Desteklediğin:
TID_CONTENTCREATOR_POPUP_STOP_TITLE,İçerik Üreticisine Desteği Durdur
TID_CONTENTCREATOR_POPUP_STOP_SUPPORT,<NAME> adlı içerik üreticisine verilen destek durdurulsun mu?
TID_CONTENTCREATOR_POPUP_CANCEL,İptal
TID_CONTENTCREATOR_POPUP_OK,Tamam
TID_DECO_HOLLYHEDGE,Çalı çit
TID_FARM_PASS_DESCRIPTION_PERK_EXTRA_SLOT_COLLECT,Bu avantajı çiftliğinde al!
TID_ANIMAL_ACCESSORY_HAT_BUNNY_EARS,Tavşan kulakları
TID_DECO_ALPINEFENCE,Şirin çit
TID_DECO_ROSE_TREE,Gülden kalp
TID_DECO_CROCUS,Çiğdem
TID_DECO_HAYBENCH,Saman bank
TID_DECO_PIGSIGN,Domuz işareti
TID_DECO_HAYSTACK,Saman balyası
TID_DECO_DESERTDOG,Çöl köpeği
TID_DECO_MOOSESHEEP,Geyik koyun
TID_DECO_PERFORMERGOAT,Tiyatrocu keçi
TID_DECO_PIGTOWER,Domuz kulesi
TID_APP_TRACKING_TITLE,Facebook Girişi Güncellemesi
TID_APP_TRACKING_PROCEED,Devam
TID_APP_TRACKING_REQUEST_DESC_1,"Facebook'un sosyal özellikleri, Hay Day verilerinizin Facebook ile paylaşılmasını gerektirir. Facebook bu verileri, reklam veya kullanıcı takibi dahil olmak üzere kendi amaçları doğrultusunda kullanır."
TID_APP_TRACKING_REQUEST_DESC_2,İzin ver: Verilerinizi Facebook ile paylaşmak ve Facebook sosyal özelliklerini etkinleştirmek istiyorsanız bunu seçebilirsiniz.
TID_APP_TRACKING_REQUEST_DESC_3,\qUygulamanın takip etmemesini iste:\q Verilerinizi Facebook ile paylaşmak istemiyorsanız bunu seçebilirsiniz. Seçtiğinizde Facebook sosyal özellikleri \qHay Day\qden kaldırılır. Gizliliğinizi koruyan sosyal özellikler için Supercell ID'ye göz atın!
TID_APP_TRACKING_DENIED_DESC,"Facebook sosyal özellikleri, cihazınızın gizlilik tercihine bağlı olarak şu anda devre dışı bırakılmıştır.\n\nFacebook sosyal özelliklerini etkinleştirmek için Ayarlar -> Gizlilik -> Takip Etme'ye gidip \qHay Day\q takip ayarını açın."
TID_BILLING_ERROR_PURCHASE_PENDING_TIME,Önceki satın alım henüz tamamlanmadı. Lütfen <TIME> sonra tekrar deneyin.
TID_DECO_DOWNY_BIRCH,Tüylü huş
TID_DECO_LICHEN,Mantarlı kütük
TID_DECO_BEEFLOWER,Arı çiçekleri
TID_DECO_BEELIGHTS,Arı ışıkları
TID_DECO_SPRINGFENCE,Bahar çiti
TID_DECO_CHICKPOOL,Civciv havuzu
TID_FLOATER_DERBY_PUZZLE_BOOK_COMPLETE,"Bulmaca parçası alınamıyor, bulmaca kitabı tamamlanmış!"
TID_BOAT_ORDER_TOOLTIP_XP_POINTS_TITLE,Deneyim puanı
TID_BOAT_ORDER_TOOLTIP_XP_POINTS_DESCRIPTION,Çiftlik seviyeni yükseltmek için tekne siparişi tamamla.
TID_BOAT_ORDER_TOOLTIP_BOAT_SCORE_TITLE,Tekne puanı
TID_BOAT_ORDER_TOOLTIP_BOAT_SCORE_DESCRIPTION,Tekne liderlik tablolarında yükselmek için tekne siparişlerini tamamla.
TID_BOAT_ORDER_TOOLTIP_VOUCHER_TITLE,Hediye çeki
TID_BOAT_ORDER_TOOLTIP_VOUCHER_DESCRIPTION,Hediye çeki almak için tekne siparişi tamamla.
TID_BOAT_ORDER_TOOLTIP_EVENT_REWARD_TITLE,Ekstra ödüller
TID_BOAT_ORDER_TOOLTIP_EVENT_REWARD_DESCRIPTION,Ekstra ödül almak için tekne siparişi tamamla.
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_TITLE,Bulmaca parçası
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_DESCRIPTION,Barınak kitabında kullanacağın bir bulmaca parçası almak için tekne siparişi tamamla.
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_DESCRIPTION_BOOK_COMPLETE,Barınak kitabın tamamlanmış. Tekne siparişlerinden bulmaca parçası alamazsın.
TID_REINDEER01,Kahverengi ren geyiği
TID_REINDEER02,Gri ren geyiği
TID_GORILLA_CALF01,Gri bebek goril
TID_GORILLA_CALF02,Kahverengi bebek goril
TID_REINDEER_HOUSE_SHOP_DESCRIPTION,<CAPACITY> Ren Geyiği için ev
TID_REINDEER_HOUSE,Ren geyiği evi
TID_DECO_SNAKEPLANT,Kılıç çiçeği
TID_DECO_BADMINTONTREE,Badminton topu ağacı
TID_CROP_CABBAGE,Lahana
TID_PRODUCT_CABBAGESOUP,Lahana çorbası
TID_PRODUCT_COLESLAW,Lahana salatası
TID_PRODUCT_CABBAGEPIE,Mantarlı turta
TID_BATHKIOSK,Banyo kulübesi
TID_PRODUCT_FACEMASK,Ballı yüz maskesi
TID_PRODUCT_HONEYSOAP,Bal sabunu
TID_PRODUCT_LEMONLOTION,Limon losyonu
TID_PRODUCT_EXFOLIATINGSOAP,Peeling sabunu
TID_BATHKIOSK_PRODUCT_DESC,Banyo Kulübesinde üret
TID_BATHKIOSK_DESCRIPTION,Banyo malzemeleri üretir
TID_MODULAR_PERGOLA,Bahçe dekorasyonu
TID_CUSTOM_DECORATIONS_OPTIONS_NATURAL,Doğal
TID_CUSTOM_DECORATIONS_OPTIONS_WOOD,Odun
TID_CUSTOM_DECORATIONS_OPTIONS_STONE,Taş
TID_CUSTOM_DECORATIONS_OPTIONS_FLOWERS,Çiçekler
TID_CUSTOM_DECORATIONS_OPTIONS_CURTAINS,Perdeler
TID_CUSTOM_DECORATIONS_OPTIONS_LIGHTS,Işıklar
TID_CUSTOM_DECORATIONS_OPTIONS_CANDLES,Mumlar
TID_CUSTOM_DECORATIONS_OPTIONS_CLEMATIS,Orman asması
TID_CUSTOM_DECORATIONS_OPTIONS_ROSE,Gül
TID_CUSTOM_DECORATIONS_OPTIONS_JASMINE,Yasemin
TID_FARM_PASS_OFFER_DECOS_TITLE,Çiftliğini ve kasabanı güzelleştir!
TID_FARM_PASS_OFFER_DECOS_INFO,Kasaban ve çiftliğin için eşsiz dekorasyonlar!
TID_DECO_BARRELHORSE,Fıçı at
TID_DECO_PAINTEDROCKS,Boyalı taşlar
TID_DECO_BLUEPAVILION,Mavi çardak
TID_DECO_JOCKEYSCARECROW,Jokey korkuluk
TID_DECO_CRESCENT_LANTERN,Hilal Fener
TID_DECO_CRESCENT_ARCH,Hilal Kemer
TID_DECO_CRESCENT_FOUNTAIN,Hilal Çeşme
TID_ANIMAL_ACCESSORY_HAT_CROWN_GOLD,Altın Taç
TID_ANIMAL_ACCESSORY_HAT_CROWN_RAINBOW,Gökkuşağı Taç
TID_ANIMAL_ACCESSORY_HAT_BIRTHDAY_PARTYRAINBOW,Doğum Günü Şapkası
TID_REINDEER_CALF1,Yavru kahverengi ren geyiği
TID_REINDEER_CALF2,Gri yavru ren geyiği
TID_DECO_RUSTICHOSE,Kırsal hortum
TID_DECO_RUSTICPLANTER,Kırsal saksı
TID_DECO_RUSTICBIRDHOUSE,Kırsal kuş evi
TID_DONUTMAKER,Donut makinesi
TID_PLAIN_DONUT,Sade Donut
TID_CREAM_DONUT,Kremalı Donut
TID_BACON_DONUT,Etli Donut
TID_FILLED_DONUT,Dolgulu Donut
TID_CRUNCHY_DONUT,Çıtır Donut
TID_SPRINKLES_DONUT,Şekerli Donut
TID_DONUT_MAKER_PRODUCT_DESCRIPTION,Donut Makinesinde üret
TID_DONUTMAKER_DESCRIPTION,Lezzetli donutlar yapar
TID_DECO_BEACHHUT,Plaj kulübesi
TID_DECO_BRAZILSTATUE,Tüylü heykel
TID_DECO_FRANCETOWER,Demir kule
TID_DECO_UKCROWN,Mücevherli taç
TID_DECO_RAINBOWCAKE,Disko pastası
TID_DECO_KITESTAND,Uçurtma tezgahı
TID_DECO_CLASSICCAR,Klasik araba
TID_DECO_HOTAIRBALLOON,Sıcak hava balonu
TID_DECO_CHICKBALLOON,Civciv Balon
TID_MASSGIFT_9THBIRTHDAY_ANNOUNCEMENT_TEXT,"Hay Day 9. yaşına giriyor! Bunu hep birlikte kutlamak için sabırsızlanıyoruz. Ayrıca hediyesiz doğum günü olmaz, işte hediye elmasların! Oyunumuzu yıllardır oynadığın için teşekkürler!"
TID_CUSTOMIZATION_BIRTHDAY2021,Yaş Günü
TID_CHEETAH1,Sarı çita
TID_CHEETAH2,Turuncu çita
TID_ARCTIC_FOX1,Beyaz kutup tilkisi
TID_ARCTIC_FOX2,Kahverengi kutup tilkisi
TID_CHEETAH_HOUSE_SHOP_DESCRIPTION,<CAPACITY> Çita için ev
TID_ARCTIC_FOX_HOUSE_SHOP_DESCRIPTION,<CAPACITY> Kutup Tilkisi için ev
TID_CROP_CLAY,Kil
TID_CROP_CHICKPEA,Nohut
TID_CROP_PASSIONFRUIT,Çarkıfelek meyvesi
TID_POTTERY_STUDIO,Çömlek Atölyesi
TID_POTTERY_STUDIO_DESCRIPTION,Çanak çömlek üretir
TID_POTTERY_STUDIO_PRODUCT_DESCRIPTION,Çömlek Atölyesinde üret
TID_TEA_POT,Çaydanlık
TID_PLANT_POT,Saksıda bitki
TID_MUG,Kil kupa
TID_PRESERVATION_STATION,Konserve makinesi
TID_PRESERVATION_STATION_DESCRIPTION,Konserve ürünler üretir
TID_PRESERVATION_STATION_PRODUCT_DESCRIPTION,Konserve Makinesinde üret
TID_PRODUCT_DRIED_FRUIT,Kuru meyve
TID_PRODUCT_PICKELS,Turşu
TID_PRODUCT_CANNED_FISH,Konserve balık
TID_PRODUCT_KIMCHI,Kimçi
TID_GUINEA_PIG1,Teddy ginepig
TID_GUINEA_PIG_DESCRIPTION,Puan toplamak için besle
TID_GUINEA_PIG2,Sheba ginepig
TID_GUINEA_PIG3,Uzun tüylü ginepig
TID_GUINEA_PIG_HOUSE,Ginepig evi
TID_GUINEA_PIG_HOUSE_DESCRIPTION,<CAPACITY> Ginepig için ev
TID_PRODUCT_PASSION_FRUIT_PIE,Çarkıfelek meyveli turta
TID_PASSION_FRUIT_JUICE,Çarkıfelek meyvesi suyu
TID_PRODUCT_PASSION_FRUIT_JAM,Çarkıfelek meyveli reçel
TID_PRODUCT_PASSION_FRUIT_SAUCE,Turta sosu
TID_PRODUCT_HUMMUS,Humus
TID_PRODUCT_WRAP,Humus dürüm
TID_PRODUCT_FALAFEL,Falafel
TID_PRODUCT_SAMOSA,Samosa
TID_PRODUCT_PARTYCANDLE,Renkli mumlar
TID_COTTON_CANDY,Pamuk şeker
TID_HORSE6,Appaloosa
TID_DECO_PARTY_FENCE,Parti Çiti
TID_DECO_PARTY_BUBBLES,Parti Baloncukları
TID_DECO_PARTY_STAGE,Parti Sahnesi
TID_ARCTIC_FOX_HOUSE,Kutup Tilkisi Evi
TID_CHEETAH_HOUSE,Çita Evi
TID_CARNIVORE_FOOD,Et kovası
TID_DECO_DISCOCAKE,Disko pastası
TID_CUSTOMIZATION_HALLOWEEN2021,Cadılar Bayramı
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_TITLE,Uyarı
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_MESSAGE,Hay Day doğru yüklenmemiş. Bu sorunu düzeltmek için lütfen Google Play Store'dan yeniden yükle.
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_BUTTON,Tamam
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_YELLOW,Sarı baret
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_BLUE,Mavi baret
TID_DECO_TRAIN_TRACK,Tren rayı
TID_PRODUCT_BIRTHDAYBOUQUET,Yaş Günü buketi
TID_DECO_ALPINEFLOWERS,Alp çiçekleri
TID_DECO_ALPINEPOND,Alp göleti
TID_DECO_WATERTOWER,Su kulesi
TID_DECO_LUGGAGECART,Bavul arabası
TID_DECO_COZYBLANKET,Yumuşak battaniye
TID_DECO_COLORFULFLOWERS,Renkli çiçekler
TID_DECO_BUTTERFLYPOND,Kelebek göleti
TID_DECO_FITTINGROOM,Giyinme odası
TID_DECO_POTTEDSUCCULENTS,Sukulent saksısı
TID_DECO_TREEHOUSE,Ağaç ev
TID_DECO_PUMPKINCHICKS,Balkabağı civcivleri
TID_DECO_CARVEDCHICK,Oyma civciv
TID_DECO_CANDYPOOL,Şeker havuzu
TID_DECO_SANDTOYS,Kum oyuncakları
TID_DECO_SANDBED,Kum yatağı
TID_DECO_SANDSWING,Kum salıncağı
TID_DECO_BEACHFENCE,Plaj çiti
TID_DECO_BEACHBOARD,Plaj tahtası
TID_DECO_BEACHKITES,Plaj uçurtmaları
TID_DECO_FALL_HEDGE,Sonbahar çiti
TID_DECO_FALL_WEATHERVANE,Sonbahar rüzgar süsü
TID_DECO_FALL_FOUNTAIN,Sonbahar çeşmesi
TID_VOUCHER5,Civciv Hediye Çeki
TID_VOUCHER5_DESCRIPTION,Dükkandan özel öğe almak için kullanılır.
TID_FARM_PASS_BLACK_VOUCHER_DESCRIPTION,Civciv hediye çeki elde etmek için Farm Pass oynamalısın!
TID_BIRD_HOUSE,Kuş Evi
TID_BIRD_HOUSE_DESCRIPTION,Kuşlar için ev
TID_PEACOCK1,Mavi tavus kuşu
TID_PEACOCK_DESCRIPTION,Puan toplamak için besle
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_TITLE,Yeterli kaynak yok!
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_GENERIC_TEXT,Yeteri kadar civciv hediye çekin yok!\n\nCivciv hediye çeki elde etmek için Farm Pass oynamalısın!
TID_LEVEL_UP_NEW_CONTAINER_PRODUCTION_BUILDING_TEXT,YENİ Üretim Binası
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_COLLECT_VOUCHER,Hediye çeki al
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_GET_FARM_PASS,Şimdi Farm Pass al!
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_PASS_ROAD,Farm Pass'e bak
