TID,RU
TID_DECO_EVENT_CHALLENGES_HEADER_SUBMISSION,Дополнительные задания
TID_DECO_EVENT_CHALLENGES_HEADER_BONUS,Бонусные награды
TID_DECO_EVENT_EMPTY_PHOTO,Проекты скоро появятся!
TID_DECO_EVENT_VOTING_HEADER,Выбери понравившиеся проекты
TID_DECO_EVENT_SHOP_ITEM_TIMER,Осталось <TIME>
TID_DECO_EVENT_SHOP_ITEM_TIMER_EXPIRED,Срок истек
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_TEXT,"Отправляй жалобы только на те проекты, которые действительно считаешь оскорбительными или неприемлемыми. Злоупотребление этой функцией может привести к применению штрафных мер в отношении твоей учетной записи."
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_TITLE,Жалоба на проект
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_CONFIRM,Отправить
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_CANCEL,Отмена
TID_DECO_EVENT_SUBMIT_CONFIRM_TITLE,Подтверждение отправки
TID_DECO_EVENT_SUBMIT_CONFIRM_DESC,Точно хочешь отправить проект?
TID_DECO_EVENT_SUBMIT_CONFIRM_ACCESS_LOSS,Внимание: после отправки проекта ты не сможешь изменить его.
TID_DECO_EVENT_SKIP_CONFIRM_TITLE,Пропуск отправки проекта
TID_DECO_EVENT_SKIP_CONFIRM_DESC,Точно хочешь пропустить отправку проекта? Это твой последний шанс принять участие в конкурсе. Проект будет удален.
TID_DECO_EVENT_SUBMIT_CONFIRM_TASKS,Ты можешь заработать больше фотопленок за выполнение дополнительных заданий. Некоторые из них станут недоступны после отправки проекта.
TID_DECO_EVENT_SUBMIT_CANCEL_BTN,Отмена
TID_DECO_EVENT_SUBMIT_CONFIRM_BTN,Отправить
TID_DECO_EVENT_BUTTON_TIMER,<TIME>
TID_DECO_EVENT_BUTTON_PHASE,<PHASE>
TID_DECO_EVENT_VOTE_DIAMONDS_OWNED,У тебя есть:
TID_DECO_EVENT_WIDGET_PREPARATION,Подготовка
TID_DECO_EVENT_WIDGET_DESIGN,Проектирование
TID_DECO_EVENT_WIDGET_VOTE,Голосование
TID_DECO_EVENT_WIDGET_REWARDS,Награды
TID_DECO_EVENT_PENDING_REELS,"Ты заслуживаешь эти фотопленки! Отправь свой проект, чтобы получить возможность забрать их."
TID_DECO_EVENT_BEFORE_SUBMIT_INFO,"Отправь проект вовремя! Проект можно отправить и после начала голосования, но тогда его увидит меньше игроков."
TID_DECO_EVENT_BEFORE_SUBMIT_RESUBMIT_INFO,"Отправь проект вовремя! Проект можно отправить и после начала голосования, но тогда его увидит меньше игроков."
TID_DECO_EVENT_AFTER_SUBMIT_RESUBMIT_INFO,"Измени проект, чтобы отправить его заново. Новый вариант заменит твой предыдущий проект."
TID_WHEEL_OF_FORTUNE_ADS_MORE_SPINS,"Смотри, чтобы вращать"
TID_PERFUMERIE,Парфюмерная лавка
TID_PERFUMERIE_DESCRIPTION,Производит духи и ароматизированные товары.
TID_PRODUCT_FRESH_DIFFUSER,Свежий диффузор
TID_PRODUCT_ZESTY_PERFUME,Цитрусовый парфюм
TID_PERFUMERIE_PRODUCT_DESCRIPTION,Производится в парфюмерной лавке.
TID_DECO_EVENT_SUBMITTED_TAP,Коснись для продолжения
TID_DECO_EVENT_MILESTONE_FIRST_LIKE,❤️ Твой проект кто-то одобрил! Он становится популярнее.
TID_DECO_EVENT_MILESTONE_LIKES,❤️ Твой проект нравится людям! Его одобрили <COUNT> р.
TID_SWAN1,Черный лебедь
TID_SWAN2,Черношейный лебедь
TID_SWAN3,Лебедь-кликун
TID_SWAN_DESCRIPTION,"Накорми, чтобы получить очки."
TID_DECO_EVENT_DESIGN_COMING,Во время этапа проектирования здесь появится превью твоего проекта.
TID_DECO_SUBMIT_SUBMIT_MISSED,Срок подачи проекта закончился
TID_DECO_DANCE_FLOOR,Танцплощадка
TID_DECO_SNOWMAN_BALLOON,Шар-снеговик
TID_DECO_WINTER_PHOTO_OP,Зимняя фотосъемка
TID_DECO_RESCUE_PATROL,Спасательный патруль
TID_DECO_WINTER_CENTERPIECE,Зимняя скульптура
TID_DECO_REINDEER_RIDE,Сани с оленями
TID_DECO_WINTER_GATE,Зимние ворота
TID_DECO_WINTER_LOG_PATH,Зимняя дорожка из бревен
TID_DECO_PUPPY_YOGA,Йога с щенятами
TID_DECO_BUBBLE_BATH,Корова в ванне
TID_DECO_SOUND_BATH,Поющая чаша
TID_DECO_CALMING_CAIRNS,Свечи на камнях
TID_DECO_GENTLE_FIRE,Уютный костер
TID_DECO_CHOCOLATE_FRENZY,Шоколадное безумие
TID_DECO_FRUIT_FRENZY,Фруктовое безумие
TID_DECO_BOUQUET_HAT,Шляпа с цветами
TID_DECO_CORAL_REEF,Коралловый риф
TID_DECO_HEARTWARMING_GIFT,Подарок в форме сердца
TID_DECO_TEA_PARTY,Чаепитие
TID_DECO_MODE_PREPLACED_OBJECT_FLOATER,Это украшение нельзя перемещать
TID_DECO_CHALLENGE_FENCE,Ограда
TID_DECO_CHALLENGE_PATH,Дорожка
TID_DECO_CHALLENGE_FENCE_OR_PATH,Дорожка или ограда
TID_CUSTOMIZATION_WINTER_2024,Зима — 2024
TID_DECO_APRES_SKI,Альпийские цыплята
TID_DECO_WAXING_STATION,Ремонт лыж
TID_DECO_GARDEN_HELPERS,Цыплята-помощники
TID_DECO_BUSY_BEES,Сбор пыльцы
TID_DECO_REACHING_HEIGHTS,Альпийский пик
TID_DECO_FEEDING_BIRDS,Кормление попугаев
TID_DECO_OCCUPIED_CHIMNEY,Гнездо на трубе
TID_DECO_STONE_LEMURS,Каменные лемуры
TID_DECO_CHEESY_VENDOR,Свежие сыры
TID_DECO_HOT_FONDUE,Горячее фондю
TID_DECO_BALCONY_SERENADE,Серенада под балконом
TID_DECO_HEARTWARMING_FOUNTAIN,Шоколадный фонтан с сердечками
TID_DECO_HEART_BALLOON,Воздушный шар-сердце
TID_DECO_CUPIDS_CANON,Пушка с сердечками
TID_DECO_HEARTWARMING_FENCE,Ограда с сердечками
TID_DECO_HEART_CONFETTI,Конфетти-сердечки
TID_DECO_CHICKEN_GALLEY,Куриный драккар
TID_DECO_LOVELY_BUBBLES,Пузыри-сердечки
TID_DECO_BUTTERFLY_HEADBAND,Ободок с бабочками
TID_DECO_HIDDEN_GARDEN,Потаенный сад
TID_TUTORIAL_NEWCHAR_1,Ты вовремя. Я как раз собирался отправиться на рыбалку на пару дней.
TID_TUTORIAL_NEWCHAR_2,"Мой друг согласился присмотреть за фермой, пока меня не будет."
TID_TUTORIAL_NEWCHAR_3,Привет! Я Гордон Рамзи. Тут на ферме так спокойно. Смена обстановки пойдет мне на пользу.
TID_TUTORIAL_NEWCHAR_4,"Главное здесь — это терпение: чтобы вырастить урожай, нужно время, а животные живут в собственном ритме... Здесь так спокойно. Я чувствую умиротворение."
TID_TUTORIAL_NEWCHAR_5,"Ага, спокойно... Главное, не кричи на куриц. И все будет нормально. Я пошел, увидимся!"
TID_TUTORIAL_GREG_GIFT_BOXES_1,Каждый день в течение следующей недели я буду прятать один подарок. Сможешь найти их все?
TID_DECO_RAINBOW_ARCH,Радужная арка
TID_DECO_HEART_TILE,Плитка с сердечком
TID_DECO_FLAG_BEARER,Курица-флагоносец
TID_DECO_GARDEN_CHESS,Садовые шахматы
TID_DECO_BEE_TOPIARY,Топиарий (пчела)
TID_DECO_GARDEN_PAVILION,Садовый павильон
TID_DECO_GARDEN_CART,Сад на тележке
TID_DECO_DECO_GARDEN_ROOSTER,Садовая статуя
TID_DECO_GARDEN_FENCE,Садовая ограда
TID_DECO_LEPRECHAUN_BALLOON,Шар-лепрекон
TID_DECO_CASCADING_POTS,Горшки с золотом
TID_DECO_SHAMROCK_CHAIR,Клеверный стул
TID_DECO_GOLD_BARREL,Бочка с золотом
TID_DECO_LUCKY_WELL,Колодец желаний
TID_DECO_EASTER_CARRIAGE,Яичная карета
TID_DECO_EASTER_BANQUET,Весенний банкет
TID_DECO_EASTER_PARADE,Весенний парад
TID_DECO_EASTER_STAND,Весенний киоск
TID_DECO_EASTER_PARADE_ARCH,Арка к весеннему параду
TID_DECO_PAW_PRINTS,Следы лап
TID_DECO_STURDY_YURT,Уютная юрта
TID_DECO_SERENE_TEMPLE,Храм спокойствия
TID_DECO_COLORFUL_HUT,Разноцветная хижина
TID_DECO_PICKING_BERRIES,Сбор морошки
TID_DECO_COLORFUL_TAPESTRY,Разноцветный гобелен
TID_DECO_SURPRISE_EGGS,Яйца с сюрпризом
TID_DECO_ICY_PIG,Свинья изо льда
TID_DECO_EVENT_SHOP_FOOTER,Не забудь получить фотопленки на доске с заданиями
TID_DECO_EVENT_SHOP_FOOTER_EVENT_INACTIVE,"Дождись следующего конкурса проектов, чтобы заработать больше фотопленок!"
TID_AGE_GATE_SCID_LOGIN,"Есть учетная запись Supercell ID? <LOGIN>Войдите</LOGIN>, чтобы загрузить свою игру."
TID_DECO_EVENT_TASK_CLAIM,Получить
TID_CONFIRM_KEY_TO_DIAMOND_SPEND,"Потрать алмазы, чтобы совершить эту покупку."
TID_FEATURE_DECO_EVENT,Конкурс проектов
TID_DECO_EVENT_COMING_SOON,Конкурс проектов станет доступен с <LEVEL>-го ур.
TID_GACHA_KEY_STORAGE_FULL,Достигнут лимит на количество ключей
TID_COLORFUL_CRAFTS,Разноцветные маски
TID_ANIMAL_ACCESSORY_HAT_BUTTERFLY_HEADBAND,Ободок с бабочками
TID_ANIMAL_ACCESSORY_HAT_FAUX_FUR,Шапка с искусственным мехом
TID_ANIMAL_ACCESSORY_HAT_BOUQUET,Шляпа с цветами
TID_CROP_CHAMOMILE,Ромашка
TID_PRODUCT_SOOTHING_PAD,Подушка для релаксации
TID_PRODUCT_CALMING_DIFFUSER,Ромашковый диффузор
TID_PRODUCT_CHAMOMILE_TEA,Ромашковый чай
TID_PRODUCT_ESSENTIAL_OIL_CHAMOMILE,Ромашковое эфирное масло
TID_GACHA_CURRENCY_ENOUGH_NOTIFICATION_MESSAGE,"У тебя достаточно золотых ключей, чтобы открыть ящик-сюрприз. Загляни в магазин!"
TID_GREG_FIRST_NAME,Грег
TID_GACHA_KEY_STORAGE_FULL_POP_UP_TEXT,"Хранилище золотых ключей заполнено. Используй их, чтобы открыть ящики-сюрпризы в магазине."
TID_GACHA_KEY_STORAGE_FULL_GO_TO_STORE,В магазин
TID_SPIN_WHEEL_READY_TO_SPIN,Можно вращать
TID_DECO_MARBLE_DUCK_BATH,Мраморная ванна с уточками
TID_DECO_MARBLE_FLOWERVASE,Мраморная ваза
TID_DECO_MARBLE_LEAF,Мраморный лист
TID_SPIN_WHEEL_NEXT_IN_ADS,До нового рекламного ролика: <TIME>
TID_DECO_PATH_OF_HARMONY,Дорожка безмятежности
TID_DECO_CUPIDS_BENCH,Скамейка Купидона
TID_DECO_HEARTWARMING_BOUQUETS,Цветочный киоск
TID_DECO_SPRING_OF_SERENITY,Весеннее спокойствие
TID_DECO_NAP_TIME,Безмятежный сон
TID_DECO_POND_OF_HARMONY,Пруд гармонии
TID_DECO_SPA_TREATMENT,Расслабляющее спа
TID_DECO_JADE_SNAKE,Нефритовая змея
TID_DECO_SNAKE_DANCE,Танец змея
TID_DECO_SNAKE_PATH,Змеиная плитка
TID_DECO_TALL_POTTED_PLANT,Высокое растение в горшке
TID_DECO_MOSAIC_CENTERPIECE,Фонтан с мозаикой
TID_DECO_HER_SWING,Качели в цветах
TID_DECO_MONUMENT_OF_HER,Памятник женщинам
TID_DECO_COVERED STAND,Крытая трибуна
TID_DECO_HORSE_LOUNGE,Лошадиный лаундж
TID_DECO_HORSE_FEEDER,Кормушка для лошади
TID_DECO_REFEREE_SHED,Вышка контролера
TID_DECO_HORSE_BALLOON,Воздушный шар-лошадь
TID_DECO_FLAGGED_FENCE,Ограда из флажков
TID_DECO_SPRING_FLOWER_TILE,Весенняя цветочная плитка
TID_DECO_HAYPOLE_FENCE,Ограда из шестов для сена
TID_DECO_PET_FENCE,Ограда для питомцев
TID_DECO_GRASS_TILE_LIGHT,Светло-зеленая трава
TID_DECO_GRASS_TILE_DARK,Темно-зеленая трава
TID_DECO_PALETTE_FENCE,Забор из палет
TID_DECO_BUTTERFLY_HOUSE,Дом бабочек
TID_DECO_SMALL_BIRCH_TREE,Маленькая береза
TID_DECO_BIRCH_TREE,Береза
TID_DECO_BIG_BIRCH_TREE,Большая береза
TID_DECO_SMALL_BONSAI_TREE,Маленькая подстриженная сосна
TID_DECO_BONSAI_TREE,Подстриженная сосна
TID_DECO_BIG_BONSAI_TREE,Большая подстриженная сосна
TID_DECO_MEDITERRANEAN_POND,Средиземноморский пруд
TID_DECO_MUDDY_TRAIL,Тропинка из грязи
TID_DECO_NATURAL_PLANTER,Кашпо из бревен
TID_DECO_HER_JOURNEY,Путешествие
TID_NEW_EVENT_BOARD_HEADER,Доска событий
TID_NEW_EVENT_BOARD_SUB_HEADER,Заглядывай каждый день за новыми событиями!
TID_NEW_EVENT_BOARD_EMPTY_TAB,Событий пока нет. Загляни попозже!
TID_NEW_EVENT_BOARD_EMPTY_LIKED_TAB,"Добавляй понравившиеся события в избранное, чтобы составить свою доску событий!"
TID_NEW_EVENT_BOARD_TAB_ONGOING,Активно
TID_NEW_EVENT_BOARD_TAB_UPCOMING,Скоро
TID_NEW_EVENT_BOARD_TAB_RECENTLY_ENDED,Прошло
TID_NEW_EVENT_BOARD_TAB_LIKED,Избранное
TID_NEW_EVENT_BOARD_TAB_NEW_BADGE,НОВОЕ
TID_NEW_EVENT_BOARD_EVENT_STARTS_IN,Начнется через:
TID_NEW_EVENT_BOARD_EVENT_ENDS_IN,Закончится через:
TID_NEW_EVENT_BOARD_EVENT_LEAVES_IN,Осталось:
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATION_ENABLED,Уведомления включены
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATION_DISABLED,Уведомления выключены
TID_NEW_EVENT_BOARD_EVENT_LIKE_ENABLED,Добавлено в избранное
TID_NEW_EVENT_BOARD_EVENT_LIKE_DISABLED,Удалено из избранного
TID_CALENDAR_EVENT_DEFAULT_NOTIFICATION,Событие «<EVENT_NAME>» началось!
TID_CALENDAR_EVENT_ENDING_DEFAULT_NOTIFICATION,Событие «<EVENT_NAME>» скоро закончится!
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_TOP_REWARDS,Главные награды
TID_NEW_EVENT_BOARD_EVENT_GO_BUTTON,Вперед!
TID_NEW_EVENT_BOARD_EVENT_COLLECT_REWARDS_BUTTON,Получить награды
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATIONS_DISABLED,Включи уведомления о событиях в расширенных настройках
TID_NEW_EVENT_BOARD_DERBY_NOTIFICATIONS_DISABLED,Включи уведомления о скачках в расширенных настройках
TID_NEW_EVENT_BOARD_CANNOT_PARTICIPATE_IN_EVENT,Событие станет доступно с <LEVEL>-го уровня
TID_NEW_EVENT_BOARD_CANNOT_PARTICIPATE_IN_EVENT_REP_TOO_LOW,Событие станет доступно с <LEVEL>-го уровня репутации
TID_GREG_CALENDAR_EVENT_GIFT_BOX_NOTIFICATION,На ферме Грега тебя ждет новый подарок. Забери скорее!
TID_ANDROID_NOTIFICATION_CHANNEL_GREG,Ферма Грега
TID_LOADING,Загрузка...
TID_EASTER_EGG1_25,Шоколадная овца
TID_EASTER_EGG2_25,Шоколадная пчела
TID_EASTER_EGG3_25,Шоколадная утка
TID_EASTER_EGG4_25,Шоколадная лошадь
TID_DECO_TOPIARY_LETTER_D,Топиарий (буква D)
TID_DECO_TOPIARY_LETTER_H,Топиарий (буква H)
TID_DECO_TOPIARY_LETTER_A,Топиарий (буква A)
TID_DECO_TOPIARY_LETTER_Y,Топиарий (буква Y)
TID_DECO_TOAD_OASIS,Купель для лягушек
TID_DECO_CHEETAH_TOPIARY,Топиарий (гепард)
TID_DECO_GREEN_ENERGY,Экологически чистая энергия
TID_DECO_GREEN_FUTURE,Экологически чистое будущее
TID_DECO_GREEN_GOLD,Контейнер для компоста
TID_DECO_GREEN_GLOBE,Чистая планета
TID_DECO_CATCHING_SUN,В поисках солнца
TID_DECO_PLANT_WAGON,Продавец цветов
TID_DECO_HEDGE_PRUNING,Стрижка топиария
TID_DECO_ZINNIA_PLANTER,Цветы циннии
TID_DECO_CHASING_DROPLETS,Веселые брызги
TID_DECO_PRUNING_STATION,Мастерская топиариев
TID_DECO_POT_DISPLAY,Цветочные полки
TID_DECO_FLOWER_BIKE,Цветочный велосипед
TID_DECO_FLOWER_TRUCK,Цветочный грузовик
TID_DECO_ARTIST_EASEL,Картина с цветами
TID_DECO_NAP_IN_SHADE,Отдых в тени
TID_DECO_GOLDEN_WEATHERVANE,Флюгер со свиньей
TID_DECO_WISTERIA_PAGODA,Пагода с глицинией
TID_DECO_BAMBOO_FOREST,Бамбуковые ворота
TID_DECO_BENTO_BOX,Бэнто
TID_DECO_KATSUNE_BUSH,Топиарий (кицунэ)
TID_DECO_WEDDING_GIFTS,Свадебные подарки
TID_DECO_WEDDING_TABLE,Свадебный стол
TID_DECO_WEDDING_BENCH,Свадебная скамейка
TID_DECO_WEDDING_ARCH,Свадебная арка
TID_DECO_FLOWER_GIRL,Собачка с цветами
TID_DECO_FIESTA,Фиеста
TID_DECO_PINATA_PARTY,Вечеринка с пиньятой
TID_DECO_MARIACHI_CORNER,Мариачи
TID_DECO_PUPPETEERS,Кукольный спектакль
TID_DECO_GLITTER_CANNON,Пушки с конфетти
TID_DECO_CHAMELEON_BALLOON,Шар-хамелеон
TID_DECO_COMBINE_HARVESTER,Старый комбайн
TID_DECO_WEDDING_FENCE,Свадебная ограда
TID_DECO_CHAMOMILE_FENCE,Ромашковая ограда
TID_DECO_WISTERIA_FENCE,Ограда с глицинией
TID_DECO_STONE_TURTLE_PATH,Черепашья плитка
TID_SEND_DOUBLE_TRUCK_ORDER,Отправить
TID_DOUBLE_TRUCK_ORDER_TOOLTIP_GET_REWARD,Посмотри рекламу и получи в два раза больше монет и опыта в награду.
TID_DECO_WISH_TREE,Дерево с пожеланиями
TID_NO_PREVIOUS_GLOBAL_EVENT_ONGOING,Информация о предыдущем глобальном событии недоступна. Попробуй позже.
TID_TUTORIAL_V2_IntroChar,"Привет, меня зовут Тилли. Я так рада, что кто-то наконец займется этой старой фермой. Давай помогу тебе немного!"
TID_TUTORIAL_V2_Harvest,Какие золотистые колосья! Пора собрать <cdc634a>пшеницу</c>.
TID_TUTORIAL_V2_Seeding,"Чтобы вырастить урожай, нужно время. Давай посеем еще немного <cdc634a>пшеницы</c>."
TID_TUTORIAL_V2_ClaimHabitat,<disabled>Курятник почти готов! Давай закончим его.
TID_TUTORIAL_V2_PlaceChicken,Нужно поселить в курятник еще пару <cdc634a>куриц</c>.
TID_TUTORIAL_V2_PlaceChicken2,Давай добавим еще одного пернатого друга!
TID_TUTORIAL_V2_PlaceChicken3,<disabled>Как насчет третьей курицы?
TID_TUTORIAL_V2_FeedChickens,Наконец-то можно их покормить!
TID_TUTORIAL_V2_BuildFeedMill,"Кажется, они проголодались. Давай построим <cdc634a>дробилку</c>, чтобы заготовить корм."
TID_TUTORIAL_V2_CompleteFeedMill,"Это займет некоторое время, но процесс всегда можно ускорить."
TID_TUTORIAL_V2_PlaceFields,"Чтобы накормить куриц, нам понадобится кукуруза. Давай разместим еще несколько <cdc634a>полей</c> под посев."
TID_TUTORIAL_V2_PlantCorn,Теперь можно посадить <cdc634a>кукурузу</c>.
TID_TUTORIAL_V2_HarvestCorn,Пора собирать урожай!
TID_TUTORIAL_V2_SpeedUpCorn,Давай ускорим процесс.
TID_TUTORIAL_V2_ProduceChickenFeed,"У нас есть все необходимые ингредиенты, чтобы заготовить <cdc634a>корм для кур</c>."
TID_TUTORIAL_V2_SpeedUpChickenFeed,"Давай ускорим заготовку, чтобы бедным курочкам не пришлось долго ждать."
TID_TUTORIAL_V2_GuestAppears,"К нам кто-то пришел! Теперь, когда ферма снова ожила, сюда будет заглядывать много посетителей."
TID_TUTORIAL_V2_BuyBakery,У нас уже много пшеницы. Давай построим <cdc634a>пекарню</c> и испечем хлеб!
TID_TUTORIAL_V2_SpeedBakery,"Это быстро, но процесс все равно можно ускорить."
TID_TUTORIAL_V2_BakeBread,"Все, можно печь свежий домашний <cdc634a>хлеб</c>!"
TID_TUTORIAL_V2_SpeedBread,Пахнет уже очень аппетитно! Давай закончим выпечку мгновенно.
TID_TUTORIAL_V2_SpeedChicken1,"Давай ускорим куриц, чтобы получить несколько <cdc634a>яиц</c>."
TID_TUTORIAL_V2_SpeedChicken2,Отлично! Ускорь и вторую <cdc634a>курицу</c>.
TID_TUTORIAL_V2_SpeedChicken3,Здорово! Ускорь за компанию и последнюю <cdc634a>курицу</c>.
TID_TUTORIAL_V2_CollectEggs,Теперь можно собрать все <cdc634a>яйца</c>.
TID_TUTORIAL_V2_CarArrives,"Смотри, прибыл грузовик доставки! Он позволяет отправлять продукты в город."
TID_TUTORIAL_V2_CompleteFirstOrder,Новые заказы будут появляться на <cdc634a>доске заказов</c>. Давай-ка посмотрим.
TID_TUTORIAL_V2_CollectFirstOrder,"Ого, как быстро! Давай получим награду за выполнение первого заказа."
TID_TUTORIAL_V2_CompleteSecondOrder,К нам уже поступил следующий заказ! Горожане просто в восторге от свежих продуктов с фермы!
TID_TUTORIAL_V2_SellBread1,"Это у вас так потрясающе пахнет хлебом? Ой, забыла представиться! Меня зовут Джоан."
TID_TUTORIAL_V2_SellBread2,<disabled>Продай хлеб Джоан!
TID_TUTORIAL_V2_GregAppears,"Кажется, к тебе снова кто-то пришел!"
TID_TUTORIAL_V2_GregIntro,"Привет! Меня зовут Грег. Кажется, тебе не помешало бы расчистить участок. Заходи ко мне — у меня много лишних инструментов на продажу."
TID_TUTORIAL_V2_OpenFriendBar,"Грег прав, мы могли бы воспользоваться инструментами для расчистки участка."
TID_TUTORIAL_V2_VisitGreg,Давай заглянем на ферму Грега!
TID_TUTORIAL_V2_GregsFarm,Добро пожаловать ко мне на ферму! Обязательно посмотри на товары в моем придорожном киоске!
TID_TUTORIAL_V2_GregShop,"Коснись киоска, чтобы увидеть ассортимент."
TID_TUTORIAL_V2_GregLeave,"Рад был тебя увидеть! Ассортимент в киоске меняется каждый день, так что заходи снова в любое время."
TID_TUTORIAL_V2_BackHome,"Мне пора бежать, но у тебя все отлично получается! Продолжай выращивать урожай, не забывай кормить животных и посматривай на доску заказов. До встречи!"
TID_CUSTOMIZATION_BIRTHDAY_2025,День рождения — 2025
TID_DECO_SUPERCELL_STORE_01,Плюшевые питомцы
TID_DECO_SUPERCELL_STORE_02,Тихая роща
TID_ANIMAL_ACCESSORY_EARTHDAY_HEADBAND,Ободок в честь Дня Земли
TID_ANIMAL_ACCESSORY_FLORAL_BRAID,Цветочный ободок
TID_DECO_CAMPER_VAN,Фургон для кемпинга
TID_DECO_CLIMBING_GEAR,Снаряжение скалолаза
TID_DECO_RAFTING_GEAR,Снаряжение для сплава
TID_DECO_CAMP_GRILL,Походный гриль
TID_DECO_CAMP_RADIO,Походное радио
TID_DECO_LOOKOUT_TOWER,Смотровая вышка
TID_DECO_CAMPING_GEAR,Снаряжение для кемпинга
TID_DECO_CAMP_SIGNPOST,Указатель для путников
TID_DECO_NO_FIRE_SIGN,Не жечь костры!
TID_DECO_GROOVY_FENCE,Хиппи-ограда
TID_DECO_GROOVY_TILE,Хиппи-плитка
TID_DECO_GROOVY_BUG,Хиппи-мобиль
TID_DECO_GROOVY_VAN,Хиппи-фургон
TID_DECO_GROOVY_PEACE_DOVES,Птицы мира
TID_DECO_GROOVY_MRS_SCARECROW,Пугалица-хиппи
TID_DECO_GROOVY_MR_SCARECROW,Пугало-хиппи
TID_DECO_GROOVY_EGGCHAIR,Кресло-яйцо
TID_DECO_GROOVY_GUITAR_CASE,Чехол для гитары хиппи
TID_DECO_GROOVY_SIDE_TABLE,Стильная тумбочка
TID_DECO_GROOVY_CORNER,Стильный уголок
TID_DECO_GROOVY_GUITAR_PLAYER,Гитарист-хиппи
TID_DECO_GROOVY_BIKE,Хиппи-велосипед
TID_DECO_GROOVY_BOOTS,Ботинки хиппи
TID_TUTORIAL_EVENT_BOARD_OLD_PLAYERS_1,"Привет, фермер! На твоей ферме произошли небольшие изменения. Новая улучшенная доска событий теперь находится рядом с почтовым ящиком."
TID_TUTORIAL_EVENT_BOARD_NEW_PLAYERS_1,Поздравляю! Теперь тебе доступна доска событий!
TID_TUTORIAL_EVENT_BOARD_OLD_PLAYERS_2,"Здесь представлены все события в новом формате. Коснись выделенного постера, чтобы узнать подробности."
TID_TUTORIAL_EVENT_BOARD_NEW_PLAYERS_2,"Здесь можно узнать всю информацию о событиях. Коснись выделенного постера, чтобы узнать подробности."
TID_TUTORIAL_EVENT_BOARD_3,"Нажми кнопку информации, чтобы узнать больше о событии и наградах!"
TID_TUTORIAL_EVENT_BOARD_4,"Не забывай проверять доску каждый день, чтобы узнавать о новых интересных событиях!"
TID_SKIP_INTRO,Пропустить
TID_GLOBAL_EVENT_THRESHOLD_REACHED,Ты участвуешь в этом глобальном событии.
TID_BIRTHDAY_BALLOON1_25,Шар-подсолнух
TID_BIRTHDAY_BALLOON2_25,Мирный шар
TID_BIRTHDAY_BALLOON3_25,Шар-цветок
TID_BIRTHDAY_BALLOON4_25,Радужный шар
TID_DECO_GROOVY_STAGE,Хиппи-сцена
TID_DECO_GROOVY_COOP,Хиппи-курятник
TID_ANIMAL_ACCESSORY_HAT_FLORAL_WREATH,Цветочный венок
TID_ANIMAL_ACCESSORY_HAT_GROOVY_HAT,Шляпа хиппи
TID_DECO_MINDFUL_MOMENTS,Покой и умиротворение
TID_EVENT_BOARD_INFO_POPUP_TITLE,Как играть
TID_EVENT_BOARD_INFO_POPUP_TEXT_1,"Нажми кнопку информации, чтобы узнать больше о событии."
TID_EVENT_BOARD_INFO_POPUP_TEXT_2,"Нажми кнопку «Вперед!», чтобы перейти к событию."
TID_EVENT_BOARD_INFO_POPUP_TEXT_3,"Ты можешь включить уведомления о начале и окончании любого события. Для этого убедись, что у тебя включены уведомления о событиях в расширенных настройках."
TID_EVENT_BOARD_INFO_POPUP_TEXT_4,"Добавляй понравившиеся события в список избранного, чтобы они всегда были под рукой на соответствующей вкладке."
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_STARTS_IN,До начала: <TIME>
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_ENDS_IN,До конца: <TIME>
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_LEAVES_IN,Осталось: <TIME>
TID_DECO_VERTICAL_GARDEN,Вертикальный сад
TID_DECO_SOLAR_FLOWERS,Солнечные цветы
TID_DECO_RAINWATER_COLLECTOR,Сбор дождевой воды
TID_DECO_CLEANUP_CREW,Уборочная бригада
TID_DECO_EVENT_PHOTO_ALBUM_LIKES_LABEL,"Фермеров, одобривших этот проект"
TID_DECO_EVENT_PHOTO_ALBUM_TASKS_LABEL,Выполнено заданий
TID_DECO_EVENT_PHOTO_ALBUM_COVER_TITLE,Альбом проектов игрока <NAME>
TID_DECO_EVENT_PHOTO_ALBUM_COVER_INFO,"Заполняй страницы, участвуя в конкурсе проектов"
TID_DECO_EVENT_PHOTO_ALBUM_PAGE_TITLE,Проекты игрока <NAME>
TID_DECO_EVENT_PHOTO_ALBUM_ADDED_PIN,Фотография закреплена!
TID_DECO_EVENT_PHOTO_ALBUM_REMOVED_PIN,Фотография откреплена!
TID_DECO_EVENT_PHOTO_ALBUM_HIDDEN,Фотография скрыта!
TID_DECO_EVENT_PHOTO_ALBUM_SHOWN,Фотография показана!
TID_DECO_EVENT_PHOTO_ALBUM_HIDDEN_MAX,Скрыто максимальное количество фотографий
