TID,TH
TID_DECO_EVENT_CHALLENGES_HEADER_SUBMISSION,ภารกิจพิเศษ
TID_DECO_EVENT_CHALLENGES_HEADER_BONUS,รางวัลโบนัส
TID_DECO_EVENT_EMPTY_PHOTO,งานออกแบบจะแสดงในเร็วๆ นี้!
TID_DECO_EVENT_VOTING_HEADER,เลือกงานออกแบบชิ้นโปรดของคุณ!
TID_DECO_EVENT_SHOP_ITEM_TIMER,ออกจากร้านใน <TIME>
TID_DECO_EVENT_SHOP_ITEM_TIMER_EXPIRED,หมดเวลา!
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_TEXT,รายงานงานออกแบบต่อเมื่อคุณเห็นว่าคุกคามหรือไม่เหมาะสมเท่านั้น การใช้งานปุ่มรายงานในทางที่ผิดสามารถส่งผลให้บัญชีของคุณถูกลงโทษได้
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_TITLE,รายงานงานออกแบบ
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_CONFIRM,ยืนยัน
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_CANCEL,ยกเลิก
TID_DECO_EVENT_SUBMIT_CONFIRM_TITLE,ยืนยันการส่ง
TID_DECO_EVENT_SUBMIT_CONFIRM_DESC,คุณแน่ใจหรือไม่ว่าต้องการส่งงานออกแบบของคุณ?
TID_DECO_EVENT_SUBMIT_CONFIRM_ACCESS_LOSS,โปรดทราบว่าหลังจากส่งไปแล้ว คุณจะไม่สามารถเข้าพื้นที่ออกแบบหรือเปลี่ยนแปลงแก้ไขใดๆ ได้อีก
TID_DECO_EVENT_SKIP_CONFIRM_TITLE,ข้ามการส่งหรือไม่?
TID_DECO_EVENT_SKIP_CONFIRM_DESC,แน่ใจหรือไม่ว่าคุณต้องการข้ามการส่งงานออกแบบของคุณ? นี่คือโอกาสสุดท้ายที่จะส่ง คุณจะสูญเสียงานออกแบบหากคุณข้าม
TID_DECO_EVENT_SUBMIT_CONFIRM_TASKS,คุณยังสามารถรับฟิล์มรูปถ่ายเพิ่มได้จากการทำภารกิจพิเศษให้เสร็จ บางภารกิจจะไม่สามารถทำได้หลังส่งงานออกแบบไปแล้ว
TID_DECO_EVENT_SUBMIT_CANCEL_BTN,ยกเลิก
TID_DECO_EVENT_SUBMIT_CONFIRM_BTN,ส่ง
TID_DECO_EVENT_BUTTON_TIMER,<TIME>
TID_DECO_EVENT_BUTTON_PHASE,<PHASE>
TID_DECO_EVENT_VOTE_DIAMONDS_OWNED,คุณมี
TID_DECO_EVENT_WIDGET_PREPARATION,การเตรียมการ
TID_DECO_EVENT_WIDGET_DESIGN,งานออกแบบ
TID_DECO_EVENT_WIDGET_VOTE,โหวต
TID_DECO_EVENT_WIDGET_REWARDS,รางวัล
TID_DECO_EVENT_PENDING_REELS,คุณได้รับฟิล์มรูปถ่าย! ส่งงานออกแบบของคุณเพื่อเริ่มรับ
TID_DECO_EVENT_BEFORE_SUBMIT_INFO,ส่งให้ตรงเวลา! คุณยังคงส่งผลงานได้หลังเริ่มการโหวต แต่ผู้เล่นจะเห็นงานออกแบบของคุณน้อยลง
TID_DECO_EVENT_BEFORE_SUBMIT_RESUBMIT_INFO,ส่งให้ตรงเวลา! คุณยังคงส่งผลงานได้หลังเริ่มการโหวต แต่ผู้เล่นจะเห็นงานออกแบบของคุณน้อยลง
TID_DECO_EVENT_AFTER_SUBMIT_RESUBMIT_INFO,ปรับเปลี่ยนงานออกแบบของคุณเพื่อส่งใหม่อีกครั้ง ผลงานที่ปรับเปลี่ยนจะแทนที่งานที่คุณส่งไปก่อนหน้านี้
TID_WHEEL_OF_FORTUNE_ADS_MORE_SPINS,รับชมเพื่อหมุน
TID_PERFUMERIE,เครื่องทำน้ำหอม
TID_PERFUMERIE_DESCRIPTION,ผลิตน้ำหอมและเครื่องหอม
TID_PRODUCT_FRESH_DIFFUSER,ก้านไม้หอมกลิ่นสดชื่น
TID_PRODUCT_ZESTY_PERFUME,น้ำหอมกลิ่นมะนาว
TID_PERFUMERIE_PRODUCT_DESCRIPTION,ผลิตในเครื่องทำน้ำหอม
TID_DECO_EVENT_SUBMITTED_TAP,แตะเพื่อไปต่อ
TID_DECO_EVENT_MILESTONE_FIRST_LIKE,❤️ไลค์แรก! งานออกแบบของคุณกำลังเป็นที่สนใจ!
TID_DECO_EVENT_MILESTONE_LIKES,❤️<COUNT> ไลค์! ผู้คนชอบงานออกแบบของคุณ!
TID_SWAN1,หงส์ดำ
TID_SWAN2,หงส์ขาวคอดำ
TID_SWAN3,หงส์กู่
TID_SWAN_DESCRIPTION,ให้อาหารเพื่อสะสมแต้ม
TID_DECO_EVENT_DESIGN_COMING,ตัวอย่างงานออกแบบของคุณจะแสดงที่นี่ในช่วงออกแบบผลงาน
TID_DECO_SUBMIT_SUBMIT_MISSED,พลาดการส่ง
TID_DECO_DANCE_FLOOR,ฟลอร์เต้น
TID_DECO_SNOWMAN_BALLOON,ลูกโป่งสโนว์แมน
TID_DECO_WINTER_PHOTO_OP,ฉากถ่ายรูปฤดูหนาว
TID_DECO_RESCUE_PATROL,หน่วยกู้ภัยลาดตระเวน
TID_DECO_WINTER_CENTERPIECE,จัตุรัสฤดูหนาว
TID_DECO_REINDEER_RIDE,กวางเรนเดียร์ลากเลื่อน
TID_DECO_WINTER_GATE,ประตูฤดูหนาว
TID_DECO_WINTER_LOG_PATH,ทางเดินซุงฤดูหนาว
TID_DECO_PUPPY_YOGA,โยคะกับลูกหมา
TID_DECO_BUBBLE_BATH,อ่างอาบน้ำสปา
TID_DECO_SOUND_BATH,อ่างบำบัดเสียง
TID_DECO_CALMING_CAIRNS,กองหินสงบใจ
TID_DECO_GENTLE_FIRE,กองไฟอ่อนโยน
TID_DECO_CHOCOLATE_FRENZY,มหกรรมช็อกโกแลต
TID_DECO_FRUIT_FRENZY,มหกรรมผลไม้
TID_DECO_BOUQUET_HAT,หมวกช่อดอกไม้
TID_DECO_CORAL_REEF,แนวปะการัง
TID_DECO_HEARTWARMING_GIFT,ของขวัญหวานใจ
TID_DECO_TEA_PARTY,งานเลี้ยงน้ำชา
TID_DECO_MODE_PREPLACED_OBJECT_FLOATER,ของตกแต่งนี้อยู่กับที่และไม่สามารถเคลื่อนย้ายได้
TID_DECO_CHALLENGE_FENCE,รั้ว
TID_DECO_CHALLENGE_PATH,ทางเดิน
TID_DECO_CHALLENGE_FENCE_OR_PATH,รั้วหรือทางเดิน
TID_CUSTOMIZATION_WINTER_2024,ฤดูหนาว 2024
TID_DECO_APRES_SKI,ที่นั่งพักหลังสกี
TID_DECO_WAXING_STATION,จุดซ่อมสกี
TID_DECO_GARDEN_HELPERS,ผู้ช่วยทำสวน
TID_DECO_BUSY_BEES,ผึ้งน้อยจอมยุ่ง
TID_DECO_REACHING_HEIGHTS,ยอดเขาแอลป์
TID_DECO_FEEDING_BIRDS,สะพานให้อาหารนก
TID_DECO_OCCUPIED_CHIMNEY,รังนกปล่องควัน
TID_DECO_STONE_LEMURS,ลีเมอร์หิน
TID_DECO_CHEESY_VENDOR,ร้านขายชีส
TID_DECO_HOT_FONDUE,ฟองดูอุ่นใจ
TID_DECO_BALCONY_SERENADE,ระเบียงเพลงรัก
TID_DECO_HEARTWARMING_FOUNTAIN,น้ำพุหวานใจ
TID_DECO_HEART_BALLOON,บอลลูนหัวใจ
TID_DECO_CUPIDS_CANON,ปืนใหญ่กามเทพ
TID_DECO_HEARTWARMING_FENCE,รั้วหวานใจ
TID_DECO_HEART_CONFETTI,กระดาษรูปหัวใจ
TID_DECO_CHICKEN_GALLEY,ไก่แจวเรือรัก
TID_DECO_LOVELY_BUBBLES,ฟองสบู่หวานใจ
TID_DECO_BUTTERFLY_HEADBAND,ที่คาดผมรูปผีเสื้อ
TID_DECO_HIDDEN_GARDEN,สวนลับ
TID_TUTORIAL_NEWCHAR_1,มาทันเวลาเลยนะ ฉันกำลังจะออกไปตกปลาสัก 2-3 วันอยู่พอดี
TID_TUTORIAL_NEWCHAR_2,เพื่อนของฉันตกลงว่าจะดูแลฟาร์มให้ในขณะที่ฉันไม่อยู่
TID_TUTORIAL_NEWCHAR_3,ว่าไง! ผมกอร์ดอน แรมซีย์ ผมได้สัมผัสความสงบที่ฟาร์มแห่งนี้ เป็นประสบการณ์การเปลี่ยนแปลงที่แปลกใหม่จริงๆ
TID_TUTORIAL_NEWCHAR_4,วิถีชีวิตที่นี่ต้องอาศัยความอดทน พืชผลต้องการเวลาในการเติบโต สัตว์ต่างๆ ก็เคลื่อนไหวตามจังหวะของตัวเอง ช่างเงียบสงบเสียจริง ช่วยให้ผมตั้งสติได้
TID_TUTORIAL_NEWCHAR_5,สงบใช่ไหมล่ะ ขอแค่อย่าตะโกนใส่ไก่ ทุกอย่างก็น่าจะเรียบร้อยดี แล้วเจอกันนะ!
TID_TUTORIAL_GREG_GIFT_BOXES_1,ว่างเมื่อไหร่ก็แวะมาได้ ฉันซ่อนเซอร์ไพรส์สำหรับคุณในทุกๆ วันตลอด 7 วันที่จะมาถึง ลองดูสิว่าคุณจะหาได้ครบไหม
TID_DECO_RAINBOW_ARCH,ซุ้มสายรุ้ง
TID_DECO_HEART_TILE,กระเบื้องรูปหัวใจ
TID_DECO_FLAG_BEARER,ไก่ถือธง
TID_DECO_GARDEN_CHESS,หมากรุกประดับสวน
TID_DECO_BEE_TOPIARY,ไม้แต่งทรงรูปผึ้ง
TID_DECO_GARDEN_PAVILION,ศาลาประดับสวน
TID_DECO_GARDEN_CART,รถเข็นประดับสวน
TID_DECO_DECO_GARDEN_ROOSTER,รูปปั้นไก่ประดับสวน
TID_DECO_GARDEN_FENCE,รั้วประดับสวน
TID_DECO_LEPRECHAUN_BALLOON,ลูกโป่งเลปพริคอน
TID_DECO_CASCADING_POTS,น้ำตกทรงหม้อ
TID_DECO_SHAMROCK_CHAIR,เก้าอี้แชมร็อก
TID_DECO_GOLD_BARREL,ถังทองคำ
TID_DECO_LUCKY_WELL,น้ำพุนำโชค
TID_DECO_EASTER_CARRIAGE,รถม้าไข่ช็อกโกแลต
TID_DECO_EASTER_BANQUET,งานเลี้ยงฤดูใบไม้ผลิ
TID_DECO_EASTER_PARADE,พาเหรดฤดูใบไม้ผลิ
TID_DECO_EASTER_STAND,ซุ้มแสดงฤดูใบไม้ผลิ
TID_DECO_EASTER_PARADE_ARCH,ซุ้มโค้งพาเหรดฤดูใบไม้ผลิ
TID_DECO_PAW_PRINTS,รอยอุ้งเท้า
TID_DECO_STURDY_YURT,โดมมั่นคง
TID_DECO_SERENE_TEMPLE,วิหารสงบเงียบ
TID_DECO_COLORFUL_HUT,กระท่อมหลากสี
TID_DECO_PICKING_BERRIES,สวนเก็บเบอร์รี่
TID_DECO_COLORFUL_TAPESTRY,พรมถักหลากสี
TID_DECO_SURPRISE_EGGS,ไข่เซอร์ไพรส์
TID_DECO_ICY_PIG,น้ำแข็งแกะสลักรูปหมู
TID_DECO_EVENT_SHOP_FOOTER,อย่าลืมรับฟิล์มรูปถ่ายของคุณจากกระดานภารกิจ
TID_DECO_EVENT_SHOP_FOOTER_EVENT_INACTIVE,ตั้งตารอเทศกาลงานออกแบบครั้งต่อไปให้ดีเพื่อรับฟิล์มรูปถ่ายเพิ่ม!
TID_AGE_GATE_SCID_LOGIN,คุณมี Supercell ID หรือไม่? <LOGIN>ล็อกอิน</LOGIN>เพื่อกู้คืนความคืบหน้าของคุณ
TID_DECO_EVENT_TASK_CLAIM,รับ
TID_CONFIRM_KEY_TO_DIAMOND_SPEND,ใช้เพชรเพื่อทำการซื้อให้เสร็จ
TID_FEATURE_DECO_EVENT,เทศกาลงานออกแบบ
TID_DECO_EVENT_COMING_SOON,เทศกาลงานออกแบบปลดล็อคที่เลเวล <LEVEL>
TID_GACHA_KEY_STORAGE_FULL,กุญแจทองคำมีจำนวนสูงสุดแล้ว!
TID_COLORFUL_CRAFTS,งานประดิษฐ์หลากสี
TID_ANIMAL_ACCESSORY_HAT_BUTTERFLY_HEADBAND,ที่คาดผมรูปผีเสื้อ
TID_ANIMAL_ACCESSORY_HAT_FAUX_FUR,หมวกขนปุย
TID_ANIMAL_ACCESSORY_HAT_BOUQUET,หมวกช่อดอกไม้
TID_CROP_CHAMOMILE,คาโมมายล์
TID_PRODUCT_SOOTHING_PAD,หมอนประคบ
TID_PRODUCT_CALMING_DIFFUSER,ก้านไม้หอมจรรโลงใจ
TID_PRODUCT_CHAMOMILE_TEA,ชาคาโมมายล์
TID_PRODUCT_ESSENTIAL_OIL_CHAMOMILE,น้ำมันหอมระเหยคาโมมายล์
TID_GACHA_CURRENCY_ENOUGH_NOTIFICATION_MESSAGE,คุณมีกุญแจทองคำเพียงพอที่จะเปิดกล่องเซอร์ไพรส์! ไปดูที่ข้อเสนอสิ
TID_GREG_FIRST_NAME,เกร็ก
TID_GACHA_KEY_STORAGE_FULL_POP_UP_TEXT,ที่เก็บกุญแจทองคำของคุณเต็มแล้ว ใช้กุญแจทองคำตอนนี้เพื่อเปิดข้อเสนอกล่องเซอร์ไพรส์
TID_GACHA_KEY_STORAGE_FULL_GO_TO_STORE,ไปที่ข้อเสนอ
TID_SPIN_WHEEL_READY_TO_SPIN,พร้อมหมุน
TID_DECO_MARBLE_DUCK_BATH,อ่างอาบน้ำเป็ดหินอ่อน
TID_DECO_MARBLE_FLOWERVASE,แจกันหินอ่อน
TID_DECO_MARBLE_LEAF,ใบไม้หินอ่อน
TID_SPIN_WHEEL_NEXT_IN_ADS,โฆษณาต่อไปพร้อมชมใน <TIME>
TID_DECO_PATH_OF_HARMONY,ทางเดินสงบใจ
TID_DECO_CUPIDS_BENCH,ม้านั่งคิวปิด
TID_DECO_HEARTWARMING_BOUQUETS,แท่นวางช่อดอกไม้
TID_DECO_SPRING_OF_SERENITY,น้ำพุสงบเงียบ
TID_DECO_NAP_TIME,มุมงีบแสนสงบ
TID_DECO_POND_OF_HARMONY,สระน้ำสงบใจ
TID_DECO_SPA_TREATMENT,สปาผ่อนคลาย
TID_DECO_JADE_SNAKE,งูหยกแกะสลัก
TID_DECO_SNAKE_DANCE,ขบวนแห่ระบำงู
TID_DECO_SNAKE_PATH,กระเบื้องลายงู
TID_DECO_TALL_POTTED_PLANT,กระถางต้นไม้สูง
TID_DECO_MOSAIC_CENTERPIECE,ของประดับโมเสก
TID_DECO_HER_SWING,ชิงช้าวันสตรี
TID_DECO_MONUMENT_OF_HER,อนุสาวรีย์วันสตรี
TID_DECO_COVERED STAND,อัฒจันทร์ใต้ชายคา
TID_DECO_HORSE_LOUNGE,เลานจ์คอกม้า
TID_DECO_HORSE_FEEDER,มุมให้อาหารม้า
TID_DECO_REFEREE_SHED,หอผู้ดูแล
TID_DECO_HORSE_BALLOON,ลูกโป่งรูปม้า
TID_DECO_FLAGGED_FENCE,รั้วริ้วธง
TID_DECO_SPRING_FLOWER_TILE,กระเบื้องดอกไม้ใบไม้ผลิ
TID_DECO_HAYPOLE_FENCE,รั้วเสาฟาง
TID_DECO_PET_FENCE,รั้วสัตว์เลี้ยง
TID_DECO_GRASS_TILE_LIGHT,กระเบื้องหญ้าเขียวอ่อน
TID_DECO_GRASS_TILE_DARK,กระเบื้องหญ้าเขียวเข้ม
TID_DECO_PALETTE_FENCE,รั้วพาเลตต์
TID_DECO_BUTTERFLY_HOUSE,บ้านผีเสื้อ
TID_DECO_SMALL_BIRCH_TREE,ต้นเบิร์ชต้นเล็ก
TID_DECO_BIRCH_TREE,ต้นเบิร์ช
TID_DECO_BIG_BIRCH_TREE,ต้นเบิร์ชต้นใหญ่
TID_DECO_SMALL_BONSAI_TREE,ต้นสนแต่งกิ่นต้นเล็ก
TID_DECO_BONSAI_TREE,ต้นสนแต่งกิ่ง
TID_DECO_BIG_BONSAI_TREE,ต้นสนแต่งกิ่นต้นใหญ่
TID_DECO_MEDITERRANEAN_POND,สระน้ำสไตล์เมดิเตอร์เรเนียน
TID_DECO_MUDDY_TRAIL,ทางเดินโคลนตม
TID_DECO_NATURAL_PLANTER,กระถางอ่างบัว
TID_DECO_HER_JOURNEY,การเดินทางของเธอ
TID_NEW_EVENT_BOARD_HEADER,กระดานอีเวนท์
TID_NEW_EVENT_BOARD_SUB_HEADER,ตรวจทุกวันเพื่อดูอีเวนท์ใหม่!
TID_NEW_EVENT_BOARD_EMPTY_TAB,อุ๊บส์! ไม่มีอีเวนท์ในตอนนี้ กลับมาตรวจอีกครั้งในภายหลัง!
TID_NEW_EVENT_BOARD_EMPTY_LIKED_TAB,เริ่มเก็บอีเวนท์รายการโปรดที่คุณชื่นชอบเพื่อสร้างกระดานของคุณเอง!
TID_NEW_EVENT_BOARD_TAB_ONGOING,กำลังดำเนิน
TID_NEW_EVENT_BOARD_TAB_UPCOMING,กำลังจะมา
TID_NEW_EVENT_BOARD_TAB_RECENTLY_ENDED,จบลงแล้ว
TID_NEW_EVENT_BOARD_TAB_LIKED,รายการโปรด
TID_NEW_EVENT_BOARD_TAB_NEW_BADGE,ใหม่!
TID_NEW_EVENT_BOARD_EVENT_STARTS_IN,จะเริ่มใน:
TID_NEW_EVENT_BOARD_EVENT_ENDS_IN,สิ้นสุดใน:
TID_NEW_EVENT_BOARD_EVENT_LEAVES_IN,ออกจากกระดานใน:
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATION_ENABLED,การแจ้งเตือนเปิด
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATION_DISABLED,การแจ้งเตือนปิด
TID_NEW_EVENT_BOARD_EVENT_LIKE_ENABLED,เพิ่มไปยังรายการโปรดแล้ว
TID_NEW_EVENT_BOARD_EVENT_LIKE_DISABLED,นำออกจากรายการโปรดแล้ว
TID_CALENDAR_EVENT_DEFAULT_NOTIFICATION,<EVENT_NAME>ได้เริ่มต้นขึ้นแล้ว!
TID_CALENDAR_EVENT_ENDING_DEFAULT_NOTIFICATION,<EVENT_NAME>กำลังจะจบลง!
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_TOP_REWARDS,รางวัลอันดับท็อป
TID_NEW_EVENT_BOARD_EVENT_GO_BUTTON,ไปเลย!
TID_NEW_EVENT_BOARD_EVENT_COLLECT_REWARDS_BUTTON,รับรางวัล!
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATIONS_DISABLED,เปิดใช้งานการแจ้งเตือนอีเวนท์ในการตั้งค่าขั้นสูง
TID_NEW_EVENT_BOARD_DERBY_NOTIFICATIONS_DISABLED,เปิดใช้งานการแจ้งเตือนการแข่งม้าในการตั้งค่าขั้นสูง
TID_NEW_EVENT_BOARD_CANNOT_PARTICIPATE_IN_EVENT,อีเวนท์ปลดล็อคเมื่อถึงเลเวล <LEVEL>
TID_NEW_EVENT_BOARD_CANNOT_PARTICIPATE_IN_EVENT_REP_TOO_LOW,อีเวนท์ปลดล็อคเมื่อถึงเลเวลชื่อเสียงเมือง <LEVEL>
TID_GREG_CALENDAR_EVENT_GIFT_BOX_NOTIFICATION,มีของขวัญใหม่ที่ฟาร์มของเกร็ก ไปรับของขวัญสิ!
TID_ANDROID_NOTIFICATION_CHANNEL_GREG,ฟาร์มของเกร็ก
TID_LOADING,กำลังโหลด...
TID_EASTER_EGG1_25,แกะช็อกโกแลต
TID_EASTER_EGG2_25,ผึ้งช็อกโกแลต
TID_EASTER_EGG3_25,เป็ดช็อกโกแลต
TID_EASTER_EGG4_25,ม้าช็อกโกแลต
TID_DECO_TOPIARY_LETTER_D,ไม้แต่งทรงรูปตัว D
TID_DECO_TOPIARY_LETTER_H,ไม้แต่งทรงรูปตัว H
TID_DECO_TOPIARY_LETTER_A,ไม้แต่งทรงรูปตัว A
TID_DECO_TOPIARY_LETTER_Y,ไม้แต่งทรงรูปตัว Y
TID_DECO_TOAD_OASIS,อ่างอาบน้ำคางคก
TID_DECO_CHEETAH_TOPIARY,ไม้แต่งรูปทรงชีตาร์
TID_DECO_GREEN_ENERGY,จักรวิ่งพลังงานสะอาด
TID_DECO_GREEN_FUTURE,สวนอนุบาลต้นไม้
TID_DECO_GREEN_GOLD,ถังหมักขยะอินทรีย์
TID_DECO_GREEN_GLOBE,ลูกโลกเขียว
TID_DECO_CATCHING_SUN,แผงโซลาร์เซลล์
TID_DECO_PLANT_WAGON,รถเข็นขายดอกไม้
TID_DECO_HEDGE_PRUNING,ไม้แต่งรูปทรงนกยูง
TID_DECO_ZINNIA_PLANTER,ดอกบานชื่น
TID_DECO_CHASING_DROPLETS,สปริงเกอร์น้ำแสนสนุก
TID_DECO_PRUNING_STATION,โต๊ะตัดแต่งพุ่มไม้
TID_DECO_POT_DISPLAY,ชั้นวางดอกไม้
TID_DECO_FLOWER_BIKE,จักรยานดอกไม้
TID_DECO_FLOWER_TRUCK,รถบรรทุกดอกไม้
TID_DECO_ARTIST_EASEL,มุมวาดดอกไม้
TID_DECO_NAP_IN_SHADE,มุมงีบใต้ร่มไม้
TID_DECO_GOLDEN_WEATHERVANE,กังหันตรวจทางลม
TID_DECO_WISTERIA_PAGODA,ศาลาดอกวิสทีเรีย
TID_DECO_BAMBOO_FOREST,ซุ้มประตูไม้ไผ่
TID_DECO_BENTO_BOX,กล่องเบนโตะ
TID_DECO_KATSUNE_BUSH,ไม้แต่งรูปทรงหน้ากากคิตสึเนะ
TID_DECO_WEDDING_GIFTS,ของขวัญงานแต่ง
TID_DECO_WEDDING_TABLE,โต๊ะงานแต่ง
TID_DECO_WEDDING_BENCH,ม้านั่งงานแต่ง
TID_DECO_WEDDING_ARCH,ซุ้มงานแต่ง
TID_DECO_FLOWER_GIRL,เจ้าตูบงานแต่ง
TID_DECO_FIESTA,งานเลี้ยงปูเสื่อ
TID_DECO_PINATA_PARTY,ปาร์ตี้ปีญาต้า
TID_DECO_MARIACHI_CORNER,มุมพักมารีอาชี
TID_DECO_PUPPETEERS,เวทีหุ่นกระบอก
TID_DECO_GLITTER_CANNON,ปืนใหญ่ดอกไม้
TID_DECO_CHAMELEON_BALLOON,ลูกโป่งคาเมเลี่ยน
TID_DECO_COMBINE_HARVESTER,รถเก็บเกี่ยวเก่าเก็บ
TID_DECO_WEDDING_FENCE,รั้วงานแต่ง
TID_DECO_CHAMOMILE_FENCE,รั้วคาโมมายล์
TID_DECO_WISTERIA_FENCE,รั้ววิสทีเรีย
TID_DECO_STONE_TURTLE_PATH,กระเบื้องกระดองเต่า
TID_SEND_DOUBLE_TRUCK_ORDER,ส่ง
TID_DOUBLE_TRUCK_ORDER_TOOLTIP_GET_REWARD,รับรางวัลเหรียญและค่าประสบการณ์คูณสองเมื่อชมโฆษณา
TID_DECO_WISH_TREE,ต้นไม้ขอพร
TID_NO_PREVIOUS_GLOBAL_EVENT_ONGOING,ข้อมูลอีเวนท์ระดับโลกก่อนหน้าใช้งานไม่ได้ ลองอีกครั้งภายหลัง!
TID_TUTORIAL_V2_IntroChar,สวัสดีจ้ะ! ฉันชื่อทิลลี่ ฉันล่ะดีใจจริงๆ ที่มีคนเข้ามาดูแลฟาร์มเก่าๆ แห่งนี้เสียที ให้ฉันช่วยคุณอีกแรงนะ!
TID_TUTORIAL_V2_Harvest,ว้าว สีทองอร่ามสวยเหลือเกิน! <cdc634a>ข้าวสาลี</c>พวกนี้พร้อมให้เก็บเกี่ยวแล้ว
TID_TUTORIAL_V2_Seeding,พืชผลใช้เวลาสักพักในการเติบโต มาหว่าน<cdc634a>ข้าวสาลี</c>เพิ่มกันดีกว่า
TID_TUTORIAL_V2_ClaimHabitat,<disabled>เล้าไก่ของคุณพร้อมแล้ว! มาทำให้เสร็จกัน
TID_TUTORIAL_V2_PlaceChicken,เราควรจะซื้อ<cdc634a>ไก่</c>สักสองสามตัวมาเลี้ยงในเล้านะ
TID_TUTORIAL_V2_PlaceChicken2,เชิญเพื่อนกะต๊ากอีกหนึ่งตัวมาร่วมวงด้วยสิ!
TID_TUTORIAL_V2_PlaceChicken3,<disabled>ซื้อไก่ตัวที่สามเพิ่มเป็นไง?
TID_TUTORIAL_V2_FeedChickens,ในที่สุดเราก็ให้อาหารพวกมันได้แล้ว!
TID_TUTORIAL_V2_BuildFeedMill,โอ้ ไม่นะ พวกมันดูหิวโซมากเลย! สร้าง<cdc634a>เครื่องบดอาหารสัตว์</c>เพื่อให้เราผลิตอาหารสัตว์ได้
TID_TUTORIAL_V2_CompleteFeedMill,ขั้นตอนนี้จะใช้เวลาสักหน่อย แต่เราสามารถเร่งความเร็วได้นะ
TID_TUTORIAL_V2_PlaceFields,เราต้องใช้ข้าวโพดเพื่อผลิตอาหารไก่ วาง<cdc634a>แปลง</c>เพิ่มสักสองสามแปลงเพื่อปลูกพืชผล
TID_TUTORIAL_V2_PlantCorn,เราสามารถปลูก<cdc634a>ข้าวโพด</c>ได้แล้วตอนนี้
TID_TUTORIAL_V2_HarvestCorn,ได้เวลาเก็บเกี่ยว!
TID_TUTORIAL_V2_SpeedUpCorn,มาเร่งความเร็วข้าวโพดกัน
TID_TUTORIAL_V2_ProduceChickenFeed,คราวนี้เราก็มีส่วนผสมทั้งหมดที่ใช้ผลิต<cdc634a>อาหารไก่</c>แล้ว
TID_TUTORIAL_V2_SpeedUpChickenFeed,มาเร่งความเร็วกันสักหน่อยเพื่อให้ไก่ผู้น่าสงสารไม่ต้องรอคอยอาหารนานๆ
TID_TUTORIAL_V2_GuestAppears,เรามีผู้มาเยือนแน่ะ! คุณจะมีผู้มาเยือนอีกมากเมื่อฟาร์มเริ่มกลับมาคึกคักอีกครั้ง
TID_TUTORIAL_V2_BuyBakery,เรามีข้าวสาลีเยอะเลย มาสร้าง<cdc634a>เตาอบ</c>แล้วทำขนมปังกันดีกว่า!
TID_TUTORIAL_V2_SpeedBakery,คราวนี้ใช้เวลาไม่นาน แต่ก็สามารถเร่งความเร็วได้นะ
TID_TUTORIAL_V2_BakeBread,อืมมม... เราพร้อมที่จะอบ<cdc634a>ขนมปัง</c>แสนอร่อยแล้ว!
TID_TUTORIAL_V2_SpeedBread,กลิ่นหอมฉุย! มาอบให้เสร็จทันทีเลยดีกว่า
TID_TUTORIAL_V2_SpeedChicken1,หา<cdc634a>ไข่</c>สักสองสามฟองด้วยการเร่งความเร็ว!
TID_TUTORIAL_V2_SpeedChicken2,เยี่ยม! เร่งความเร็ว<cdc634a>ไก่</c>ตัวที่สองด้วย
TID_TUTORIAL_V2_SpeedChicken3,เยี่ยมยอด! คราวนี้ก็เร่ง<cdc634a>ไก่</c>ตัวสุดท้ายเลย
TID_TUTORIAL_V2_CollectEggs,คราวนี้เราก็สามารถเก็บ<cdc634a>ไข่</c>ทั้งหมดได้แล้ว
TID_TUTORIAL_V2_CarArrives,ดูสิ รถกระบะส่งของมาถึงแล้ว! คุณสามารถใช้รถกระบะส่งสินค้าให้กับชาวบ้านได้
TID_TUTORIAL_V2_CompleteFirstOrder,คำขอใหม่จะแสดงบน<cdc634a>กระดานคำสั่งซื้อ</c>นี้ มาดูกันดีกว่า
TID_TUTORIAL_V2_CollectFirstOrder,รวดเร็วจริงๆ! มาเก็บรางวัลสำหรับคำสั่งซื้อแรกของคุณกัน
TID_TUTORIAL_V2_CompleteSecondOrder,เราได้รับคำสั่งซื้อมาอีกหนึ่ง! ชาวบ้านอยากได้ผลผลิตสดใหม่จากฟาร์มของเราเพิ่มอีกเรื่อยๆ เลยนะ!
TID_TUTORIAL_V2_SellBread1,กลิ่นหอมๆ ของขนมปังมาจากทางนี้รึเปล่านะ? โอ้ ฉันนี่มารยาทแย่จัง! ฉันชื่อโจนค่ะ
TID_TUTORIAL_V2_SellBread2,<disabled>มาขายขนมปังให้โจนกัน!
TID_TUTORIAL_V2_GregAppears,ดูเหมือนว่าคุณจะมีผู้มาเยือนอีกคนนะ!
